"L","M","U","G","Vaccine_type","Range"
0.0144982766760561,0.0281921038729476,0.043138634984295,"Coverage","AIV",60
0.0144866533654104,0.0289732723952799,0.0440899344032865,"Coverage","AIV",61.3793103448276
0.014401948431196,0.0295827647419303,0.0450504863902218,"Coverage","AIV",62.7586206896552
0.0140479332444783,0.0296497083311242,0.0451797978971656,"Coverage","AIV",64.1379310344828
0.014966621536342,0.0302408241599736,0.0461154842137374,"Coverage","AIV",65.5172413793103
0.0151757341999416,0.0309162673993325,0.0466265123046854,"Coverage","AIV",66.8965517241379
0.0154669008984344,0.0314513519955339,0.0478219412740758,"Coverage","AIV",68.2758620689655
0.0160044539060925,0.031887932760913,0.0483841232824143,"Coverage","AIV",69.6551724137931
0.0161008231904368,0.0326733600363481,0.0497702219993322,"Coverage","AIV",71.0344827586207
0.016575486895254,0.0333744813085771,0.0504167663199858,"Coverage","AIV",72.4137931034483
0.0171084522485341,0.0343076952750898,0.0515062870144598,"Coverage","AIV",73.7931034482759
0.0176740756299135,0.034858354106256,0.0524204851979024,"Coverage","AIV",75.1724137931034
0.0177841426190949,0.035114531945054,0.0527729604312901,"Coverage","AIV",76.551724137931
0.0181168903937751,0.0358537057690587,0.0539521401486938,"Coverage","AIV",77.9310344827586
0.018519430767909,0.0368416313329381,0.0553532879049159,"Coverage","AIV",79.3103448275862
0.0189587520709319,0.0375796963564869,0.055781395839919,"Coverage","AIV",80.6896551724138
0.0190883031224859,0.0380136659172096,0.0571691578136987,"Coverage","AIV",82.0689655172414
0.0196655133738666,0.0385437184542576,0.057620153858834,"Coverage","AIV",83.448275862069
0.019920223484518,0.038975431632921,0.0582986545349583,"Coverage","AIV",84.8275862068966
0.0203605735758395,0.0398862179255482,0.0589594392231601,"Coverage","AIV",86.2068965517241
0.0202025696565106,0.0404502851959529,0.0607096873506961,"Coverage","AIV",87.5862068965517
0.0206462809913935,0.0407845941514784,0.0613629515577679,"Coverage","AIV",88.9655172413793
0.0211383869255593,0.0417246819860401,0.0621932613566398,"Coverage","AIV",90.3448275862069
0.021198278564053,0.0423534796591414,0.0630993220255714,"Coverage","AIV",91.7241379310345
0.0218175565877715,0.0431065496548743,0.0642417759112128,"Coverage","AIV",93.1034482758621
0.0218767426924366,0.0436172547906176,0.0655808437357704,"Coverage","AIV",94.4827586206897
0.0224304187068973,0.0444677059613663,0.0659681458164158,"Coverage","AIV",95.8620689655172
0.0227448096237092,0.044675145980416,0.0670732611736926,"Coverage","AIV",97.2413793103448
0.0234728258396703,0.0463217101472759,0.0688716772862288,"Coverage","AIV",98.6206896551724
NA,NA,NA,"Coverage","AIV",100
0.00946566908666264,0.0227821853008973,0.0368705828475471,"initialEfficacy","AIV",0.5
0.0105863916816351,0.0242666748888233,0.0384907682247987,"initialEfficacy","AIV",0.517241379310345
0.0112694012029957,0.02480031680056,0.0393584637148293,"initialEfficacy","AIV",0.53448275862069
0.0115598141116439,0.0257224348851465,0.0406695935981078,"initialEfficacy","AIV",0.551724137931034
0.0125155306893435,0.0271773720612171,0.0420500985753386,"initialEfficacy","AIV",0.568965517241379
0.0132808355880414,0.0281746450833064,0.0437375069564029,"initialEfficacy","AIV",0.586206896551724
0.013925868110725,0.0291178525259534,0.0444273429225041,"initialEfficacy","AIV",0.603448275862069
0.0142634537070696,0.0304740908147492,0.0464004822944719,"initialEfficacy","AIV",0.620689655172414
0.0153699315459048,0.0312789980818011,0.0473874382770841,"initialEfficacy","AIV",0.637931034482759
0.0156355422447714,0.0321870245572237,0.0488441566111569,"initialEfficacy","AIV",0.655172413793103
0.0165731210167381,0.0333455369407471,0.0496182957964747,"initialEfficacy","AIV",0.672413793103448
0.0179703325057839,0.0346541587950568,0.0516349887516911,"initialEfficacy","AIV",0.689655172413793
0.0182088737366659,0.0354318044251525,0.0530426521950007,"initialEfficacy","AIV",0.706896551724138
0.0181161350994463,0.0355289724433468,0.053411818950385,"initialEfficacy","AIV",0.724137931034483
0.0196376132588912,0.0374050400401574,0.0550927321206209,"initialEfficacy","AIV",0.741379310344828
0.0198094285866776,0.0378454628160026,0.0559304718988058,"initialEfficacy","AIV",0.758620689655172
0.020450573769879,0.0387749469692326,0.0570558244672909,"initialEfficacy","AIV",0.775862068965517
0.0206000138164643,0.040093603918523,0.0586355888910472,"initialEfficacy","AIV",0.793103448275862
0.0215899088886215,0.041206917516899,0.0601029861563579,"initialEfficacy","AIV",0.810344827586207
0.0230745252075302,0.0426000306823765,0.0618302248382781,"initialEfficacy","AIV",0.827586206896552
0.0234195261864258,0.0428697223137773,0.0625938793784393,"initialEfficacy","AIV",0.844827586206897
