"Degree_resistance","Access","eir","half_life","Vaccine_type","Age","Blood_clerance","Seasonality","time_0.1","time_UP","time_LOW"
0.75,0.3,50,1.5,"AIV","18",1,"Seasonal",16.0544490499691,15.6264453378407,16.5065588095605
1,0.3,50,1.5,"AIV","18",1,"Seasonal",12.95099474673,12.5778154881776,13.3469952932574
0,0.1,5,1,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.1,5,1,"AIV","18",0,"Seasonal",41.1351584161326,37.3595258166755,45.7597337771619
0.5,0.1,5,1,"AIV","18",0,"Seasonal",21.8345862368433,20.7745709826382,23.0085916163777
0.75,0.1,5,1,"AIV","18",0,"Seasonal",15.4770156012932,14.8563917530508,16.1517529983912
1,0.1,5,1,"AIV","18",0,"Seasonal",12.3496206886361,11.7882782862434,12.9670968920914
0,0.1,50,1,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.1,50,1,"AIV","18",0,"Seasonal",57.9246623061729,52.3201997584936,64.8738537321141
0.5,0.1,50,1,"AIV","18",0,"Seasonal",30.0486066231974,28.6703164620372,31.5661084168988
0.75,0.1,50,1,"AIV","18",0,"Seasonal",21.6344359556275,20.7771006963139,22.5655696488823
1,0.1,50,1,"AIV","18",0,"Seasonal",17.2769457891362,16.4942565603033,18.1376160896225
0,0.3,5,1,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.3,5,1,"AIV","18",0,"Seasonal",31.5591258765812,28.7448871718708,34.9842200712436
0.5,0.3,5,1,"AIV","18",0,"Seasonal",17.4083400964014,16.6703702281588,18.214673740865
0.75,0.3,5,1,"AIV","18",0,"Seasonal",12.5422603989876,12.1951500615863,12.9097092209206
1,0.3,5,1,"AIV","18",0,"Seasonal",10.2104784911717,9.92442558548132,10.5135106666149
0,0.3,50,1,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.3,50,1,"AIV","18",0,"Seasonal",48.7539115946783,43.6848162585831,55.1538497539854
0.5,0.3,50,1,"AIV","18",0,"Seasonal",25.1582560417885,24.0704872378575,26.3489927321518
0.75,0.3,50,1,"AIV","18",0,"Seasonal",18.1468385995551,17.6023497905724,18.7260876945346
1,0.3,50,1,"AIV","18",0,"Seasonal",14.7319734055893,14.2637536905288,15.2319758268447
0,0.1,5,1.5,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.1,5,1.5,"AIV","18",0,"Seasonal",34.9978374562386,32.2282148959285,38.2882458734684
0.5,0.1,5,1.5,"AIV","18",0,"Seasonal",19.0152013298858,18.2487395218753,19.8488699072606
0.75,0.1,5,1.5,"AIV","18",0,"Seasonal",13.5995300427262,13.1737253209978,14.0537801347618
1,0.1,5,1.5,"AIV","18",0,"Seasonal",10.9256241957536,10.5251741682912,11.3577511799931
0,0.1,50,1.5,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.1,50,1.5,"AIV","18",0,"Seasonal",48.9567229911133,44.8547720650977,53.884432769112
0.5,0.1,50,1.5,"AIV","18",0,"Seasonal",25.8492580974307,24.8484360291101,26.9340839419014
0.75,0.1,50,1.5,"AIV","18",0,"Seasonal",18.6796155715014,18.0822814654875,19.3177628440491
1,0.1,50,1.5,"AIV","18",0,"Seasonal",14.9860796040747,14.4376247583349,15.5778491647627
0,0.3,5,1.5,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.3,5,1.5,"AIV","18",0,"Seasonal",27.021114289421,25.1829365075035,29.1487701162952
0.5,0.3,5,1.5,"AIV","18",0,"Seasonal",15.2287604751393,14.7483539918134,15.7415178469282
0.75,0.3,5,1.5,"AIV","18",0,"Seasonal",11.0604862833117,10.8253424040114,11.3060723925368
1,0.3,5,1.5,"AIV","18",0,"Seasonal",9.05108468223853,8.83421891720484,9.27886580822195
0,0.3,50,1.5,"AIV","18",0,"Seasonal",NA,NA,NA
0.25,0.3,50,1.5,"AIV","18",0,"Seasonal",40.5313446240959,37.4471456259414,44.1691796979485
0.5,0.3,50,1.5,"AIV","18",0,"Seasonal",21.5021841580936,20.8563336266826,22.1893125656402
0.75,0.3,50,1.5,"AIV","18",0,"Seasonal",15.6038357305227,15.258893422179,15.9647342660496
1,0.3,50,1.5,"AIV","18",0,"Seasonal",12.7187065307516,12.3852549721384,13.0706100899703
0,0.1,5,1,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.1,5,1,"AIV","0.75",0,"Seasonal",17.0330521077303,12.8929876007024,25.0895532014656
0.5,0.1,5,1,"AIV","0.75",0,"Seasonal",9.70701549673939,8.1442562765478,12.011920875892
0.75,0.1,5,1,"AIV","0.75",0,"Seasonal",6.10746343175614,5.40486692535215,7.02001887579243
1,0.1,5,1,"AIV","0.75",0,"Seasonal",4.60823903782725,4.13103488551979,5.21009253467577
0,0.1,50,1,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.1,50,1,"AIV","0.75",0,"Seasonal",16.3252614247263,13.6079210692138,20.3986247145176
0.5,0.1,50,1,"AIV","0.75",0,"Seasonal",9.54602003162652,8.37136550268601,11.1041311888502
0.75,0.1,50,1,"AIV","0.75",0,"Seasonal",6.09799417023214,5.58651089031969,6.7125764540174
1,0.1,50,1,"AIV","0.75",0,"Seasonal",4.68832148102975,4.27429194439112,5.19116386980243
0,0.3,5,1,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",0,"Seasonal",14.8560187884919,12.2845849714316,18.7889617122124
0.5,0.3,5,1,"AIV","0.75",0,"Seasonal",8.38650431100946,7.44855703623635,9.59470126207603
0.75,0.3,5,1,"AIV","0.75",0,"Seasonal",5.39695572117058,4.93836101393567,5.94944331973302
1,0.3,5,1,"AIV","0.75",0,"Seasonal",4.19303300649067,3.82350453401207,4.64163052261038
0,0.3,50,1,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",0,"Seasonal",14.5401788483338,12.6243197504976,17.1415736551421
0.5,0.3,50,1,"AIV","0.75",0,"Seasonal",8.29687440308834,7.6085654684428,9.12210577325318
0.75,0.3,50,1,"AIV","0.75",0,"Seasonal",5.43419517616073,5.15568758477882,5.74451068874398
1,0.3,50,1,"AIV","0.75",0,"Seasonal",4.33181060772469,4.06852631037628,4.63152813112964
0,0.1,5,1.5,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",0,"Seasonal",14.4183730719725,11.705764564632,18.767391504198
0.5,0.1,5,1.5,"AIV","0.75",0,"Seasonal",8.03335995231659,7.15003506983199,9.1657031632989
0.75,0.1,5,1.5,"AIV","0.75",0,"Seasonal",5.12834742255094,4.70781069902144,5.63138465192535
1,0.1,5,1.5,"AIV","0.75",0,"Seasonal",3.90371468238143,3.612259635396,4.24632964688188
0,0.1,50,1.5,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",0,"Seasonal",12.9509977062953,11.3408128486467,15.094076284308
0.5,0.1,50,1.5,"AIV","0.75",0,"Seasonal",7.50137758438773,6.88841784418109,8.23407986350997
0.75,0.1,50,1.5,"AIV","0.75",0,"Seasonal",4.91002082596121,4.61308297670179,5.24781554343026
1,0.1,50,1.5,"AIV","0.75",0,"Seasonal",3.82586826331442,3.58019742383543,4.10773864107476
0,0.3,5,1.5,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",0,"Seasonal",12.272758611583,10.7321854094837,14.3297517272901
0.5,0.3,5,1.5,"AIV","0.75",0,"Seasonal",6.84572073227602,6.33602254234887,7.44459770082952
0.75,0.3,5,1.5,"AIV","0.75",0,"Seasonal",4.47629912425013,4.19434644243069,4.79889051456844
1,0.3,5,1.5,"AIV","0.75",0,"Seasonal",3.50925709229604,3.27590294899735,3.77840632692913
0,0.3,50,1.5,"AIV","0.75",0,"Seasonal",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",0,"Seasonal",11.4279866676124,10.4889143836095,12.5517440480566
0.5,0.3,50,1.5,"AIV","0.75",0,"Seasonal",6.4835783342515,6.14632611963558,6.85998964999886
0.75,0.3,50,1.5,"AIV","0.75",0,"Seasonal",4.33369589497512,4.16016708224034,4.52233129467037
1,0.3,50,1.5,"AIV","0.75",0,"Seasonal",3.48875698448217,3.32374360055534,3.67101110440578
0,0.1,5,1,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.1,5,1,"AIV","0.75",1,"Seasonal",24.4399214796668,18.0596504904277,37.7910864092876
0.5,0.1,5,1,"AIV","0.75",1,"Seasonal",10.0592445316217,8.91873111165339,11.534222969847
0.75,0.1,5,1,"AIV","0.75",1,"Seasonal",6.9176843458496,6.30549124063069,7.6615341425551
1,0.1,5,1,"AIV","0.75",1,"Seasonal",5.77349577952301,5.06052438181339,6.72031284435188
0,0.1,50,1,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.1,50,1,"AIV","0.75",1,"Seasonal",17.1210385722893,14.125006514644,21.7301946648797
0.5,0.1,50,1,"AIV","0.75",1,"Seasonal",8.94037346025456,7.9715211388357,10.1773163754722
0.75,0.1,50,1,"AIV","0.75",1,"Seasonal",6.51457403126472,6.0790578571765,7.01730839865905
1,0.1,50,1,"AIV","0.75",1,"Seasonal",5.27627929137678,4.92969234821472,5.67528593627121
0,0.3,5,1,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",1,"Seasonal",15.75074725619,12.7370776522721,20.6325282129202
0.5,0.3,5,1,"AIV","0.75",1,"Seasonal",7.67344183341685,6.96087629271824,8.54853118893277
0.75,0.3,5,1,"AIV","0.75",1,"Seasonal",5.66294566149862,5.32623744518002,6.04509801402175
1,0.3,5,1,"AIV","0.75",1,"Seasonal",4.92550297689928,4.46949991230923,5.48512580390856
0,0.3,50,1,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",1,"Seasonal",14.1606357298616,12.6961498541538,16.0070274183258
0.5,0.3,50,1,"AIV","0.75",1,"Seasonal",7.51836143301687,6.96418858279333,8.16835543586706
0.75,0.3,50,1,"AIV","0.75",1,"Seasonal",5.60315142834751,5.35860964202545,5.87107995373712
1,0.3,50,1,"AIV","0.75",1,"Seasonal",4.6432965085459,4.40576204657007,4.90790368643326
0,0.1,5,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",1,"Seasonal",17.8259049326509,14.2640130586721,23.7587424356256
0.5,0.1,5,1.5,"AIV","0.75",1,"Seasonal",7.76149249929618,7.17324089909388,8.45484372212013
0.75,0.1,5,1.5,"AIV","0.75",1,"Seasonal",5.34452130205551,4.99891416248997,5.7414658213943
1,0.1,5,1.5,"AIV","0.75",1,"Seasonal",4.42457206817589,3.97853739097824,4.98324469607445
0,0.1,50,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",1,"Seasonal",13.2041352628739,11.5083822292666,15.4859857212694
0.5,0.1,50,1.5,"AIV","0.75",1,"Seasonal",6.91203954391035,6.41621854392369,7.49090850214755
0.75,0.1,50,1.5,"AIV","0.75",1,"Seasonal",4.98981094066381,4.77079941824254,5.22989815819703
1,0.1,50,1.5,"AIV","0.75",1,"Seasonal",4.0491525616277,3.8224187150433,4.30448081460065
0,0.3,5,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",1,"Seasonal",12.301616980561,10.4380339762617,14.9752673874892
0.5,0.3,5,1.5,"AIV","0.75",1,"Seasonal",6.1582187120999,5.75157113836522,6.62674266151134
0.75,0.3,5,1.5,"AIV","0.75",1,"Seasonal",4.5262423664706,4.31995162452155,4.75322313194307
1,0.3,5,1.5,"AIV","0.75",1,"Seasonal",3.8927164924309,3.58569274030797,4.25724137364451
0,0.3,50,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",1,"Seasonal",11.0571952012935,10.1489588728756,12.1439658865844
0.5,0.3,50,1.5,"AIV","0.75",1,"Seasonal",5.92428323595756,5.63156162535074,6.24910393216336
0.75,0.3,50,1.5,"AIV","0.75",1,"Seasonal",4.39008492518612,4.25140556126522,4.53811670648405
1,0.3,50,1.5,"AIV","0.75",1,"Seasonal",3.64326858759405,3.46681355961211,3.83864944180482
0,0.1,5,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","18",0,"Perennial",41.9608766260249,37.3663135687438,47.8437449680632
0.5,0.1,5,1,"AIV","18",0,"Perennial",22.6541174193662,21.7537762208018,23.6322025745466
0.75,0.1,5,1,"AIV","18",0,"Perennial",15.7669190424392,15.2269469202755,16.3465957187021
1,0.1,5,1,"AIV","18",0,"Perennial",13.2613607085864,12.9078681121582,13.6347598333119
0,0.1,50,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","18",0,"Perennial",70.520493151517,61.096292308518,83.3823547901293
0.5,0.1,50,1,"AIV","18",0,"Perennial",37.6824654103605,36.3461273586409,39.1208206077887
0.75,0.1,50,1,"AIV","18",0,"Perennial",25.4690002908609,24.4437272181903,26.584047425219
1,0.1,50,1,"AIV","18",0,"Perennial",20.5509777695059,19.4937708251638,21.7294314418598
0,0.3,5,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","18",0,"Perennial",33.3691454030087,29.9846808919573,37.6148510304885
0.5,0.3,5,1,"AIV","18",0,"Perennial",18.829747581849,17.8261531763932,19.9530861646771
0.75,0.3,5,1,"AIV","18",0,"Perennial",13.4776655452199,13.114493765201,13.861524394698
1,0.3,5,1,"AIV","18",0,"Perennial",11.4267976970285,11.0672105329069,11.810536425722
0,0.3,50,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","18",0,"Perennial",55.5187016971801,49.1674785740273,63.7541640997979
0.5,0.3,50,1,"AIV","18",0,"Perennial",30.9859738001334,29.2874459641725,32.8936433498886
0.75,0.3,50,1,"AIV","18",0,"Perennial",21.406005989336,20.7488501800774,22.1061500851644
1,0.3,50,1,"AIV","18",0,"Perennial",17.2490978273054,16.3880115251192,18.2056917215186
0,0.1,5,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","18",0,"Perennial",35.2533852573755,32.1290966797361,39.0507470084011
0.5,0.1,5,1.5,"AIV","18",0,"Perennial",19.3458438617588,18.7344877171177,19.9984463367148
0.75,0.1,5,1.5,"AIV","18",0,"Perennial",13.6707487474795,13.2573374214209,14.110773263811
1,0.1,5,1.5,"AIV","18",0,"Perennial",11.5189750357035,11.1844937992416,11.8740788653463
0,0.1,50,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","18",0,"Perennial",58.1215272435933,51.2122913913921,67.1858081363838
0.5,0.1,50,1.5,"AIV","18",0,"Perennial",31.1874889440513,29.9965796698941,32.476869448337
0.75,0.1,50,1.5,"AIV","18",0,"Perennial",21.4089650046448,20.7112345925609,22.1553453406557
1,0.1,50,1.5,"AIV","18",0,"Perennial",17.3205428401142,16.6334756417032,18.066816014192
0,0.3,5,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","18",0,"Perennial",28.224068909554,25.9742525406026,30.9005907780486
0.5,0.3,5,1.5,"AIV","18",0,"Perennial",16.0943864630993,15.4577058379996,16.7857680569314
0.75,0.3,5,1.5,"AIV","18",0,"Perennial",11.6547417930221,11.4030226240133,11.9178251115766
1,0.3,5,1.5,"AIV","18",0,"Perennial",9.90224697839099,9.6387084513799,10.1806017819666
0,0.3,50,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","18",0,"Perennial",45.9505262215941,41.7955436069373,51.0228108143825
0.5,0.3,50,1.5,"AIV","18",0,"Perennial",25.669484830998,24.6546449178779,26.7714574466978
0.75,0.3,50,1.5,"AIV","18",0,"Perennial",17.9832887578745,17.5489069818389,18.4397205207
1,0.3,50,1.5,"AIV","18",0,"Perennial",14.5736377645304,13.9949631275887,15.2022314734529
0,0.1,5,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","18",1,"Perennial",41.3924539431036,37.416471304097,46.3139035042001
0.5,0.1,5,1,"AIV","18",1,"Perennial",22.7780279962733,22.0009622284495,23.6119948339496
0.75,0.1,5,1,"AIV","18",1,"Perennial",16.4973459115682,15.9303251054399,17.1062213328651
1,0.1,5,1,"AIV","18",1,"Perennial",13.1490189499947,12.6159257129572,13.7291522167507
0,0.1,50,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","18",1,"Perennial",71.4355437136022,61.1902321695084,85.80163540013
0.5,0.1,50,1,"AIV","18",1,"Perennial",38.012518722301,36.126858811225,40.1058648952166
0.75,0.1,50,1,"AIV","18",1,"Perennial",27.0439127000789,26.0813010924948,28.0803037225974
1,0.1,50,1,"AIV","18",1,"Perennial",20.945061274916,20.243476699148,21.6970218238853
0,0.3,5,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","18",1,"Perennial",34.7983612736635,31.7445771741563,38.502221326257
0.5,0.3,5,1,"AIV","18",1,"Perennial",19.0362122949205,18.3296727320049,19.7994044574817
0.75,0.3,5,1,"AIV","18",1,"Perennial",13.8640231813388,13.4686455606139,14.2833157808876
1,0.3,5,1,"AIV","18",1,"Perennial",11.0480225209531,10.6641129948975,11.4606059005259
0,0.3,50,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","18",1,"Perennial",66.7732947723888,57.8916334899304,78.8740522339834
0.5,0.3,50,1,"AIV","18",1,"Perennial",32.7823710431372,31.1964027646361,34.53823182231
0.75,0.3,50,1,"AIV","18",1,"Perennial",22.9826031069784,22.3169345592141,23.6892036367569
1,0.3,50,1,"AIV","18",1,"Perennial",17.553447547173,16.9510382865641,18.2002515905727
0,0.1,5,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","18",1,"Perennial",33.5695163578325,31.2066846623251,36.3194651023499
0.5,0.1,5,1.5,"AIV","18",1,"Perennial",19.2692976355441,18.7241348705238,19.8471577872637
0.75,0.1,5,1.5,"AIV","18",1,"Perennial",14.1573604008232,13.7641399533832,14.5737089989062
1,0.1,5,1.5,"AIV","18",1,"Perennial",11.406260757285,11.0270669030116,11.8124624427864
0,0.1,50,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","18",1,"Perennial",56.5627440185461,51.0147149872994,63.464758962085
0.5,0.1,50,1.5,"AIV","18",1,"Perennial",31.4001444443174,30.3362045987192,32.541424940159
0.75,0.1,50,1.5,"AIV","18",1,"Perennial",22.6803483551195,22.0755922485345,23.3191720635466
1,0.1,50,1.5,"AIV","18",1,"Perennial",17.8200323662545,17.3038908888131,18.3679115136131
0,0.3,5,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","18",1,"Perennial",27.8242686689531,26.075247038365,29.8247947243326
0.5,0.3,5,1.5,"AIV","18",1,"Perennial",16.0681137682317,15.6081632229705,16.5559955960259
0.75,0.3,5,1.5,"AIV","18",1,"Perennial",11.9292537441846,11.6656726418935,12.2050212067139
1,0.3,5,1.5,"AIV","18",1,"Perennial",9.64294519676179,9.37659246281622,9.92487244487858
0,0.3,50,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","18",1,"Perennial",50.3882498404911,46.0284264516009,55.6604177086867
0.5,0.3,50,1.5,"AIV","18",1,"Perennial",26.7369332214221,25.8473869739887,27.6898898043081
0.75,0.3,50,1.5,"AIV","18",1,"Perennial",19.2253942456816,18.8147818552537,19.6543288467907
1,0.3,50,1.5,"AIV","18",1,"Perennial",14.9934246667074,14.5833223085847,15.4272596621172
0,0.1,5,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","0.75",0,"Perennial",18.0386988658587,15.4970974072521,21.5775200372417
0.5,0.1,5,1,"AIV","0.75",0,"Perennial",8.81244583739124,8.02682394459096,9.76853715060894
0.75,0.1,5,1,"AIV","0.75",0,"Perennial",5.47734951193657,5.09357610602143,5.92366567663198
1,0.1,5,1,"AIV","0.75",0,"Perennial",4.19097092240948,3.86771158927846,4.57319372233572
0,0.1,50,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","0.75",0,"Perennial",19.1746862236232,15.4370991541668,25.3003313591975
0.5,0.1,50,1,"AIV","0.75",0,"Perennial",9.34615481564208,8.40696859095972,10.5215746961461
0.75,0.1,50,1,"AIV","0.75",0,"Perennial",5.78690633324918,5.35038484830722,6.3009843120231
1,0.1,50,1,"AIV","0.75",0,"Perennial",4.37750188008766,4.06272022552969,4.74515926255307
0,0.3,5,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",0,"Perennial",14.7767759575198,12.6007141236026,17.8613084000378
0.5,0.3,5,1,"AIV","0.75",0,"Perennial",7.50003038555987,6.9208734297139,8.18497030438975
0.75,0.3,5,1,"AIV","0.75",0,"Perennial",4.7671539325142,4.51845633590191,5.04482295273017
1,0.3,5,1,"AIV","0.75",0,"Perennial",3.75664121341707,3.50424699080987,4.04821485043589
0,0.3,50,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",0,"Perennial",17.7007097000096,14.5977994638313,22.4788082295416
0.5,0.3,50,1,"AIV","0.75",0,"Perennial",8.42511100426047,7.7087262761114,9.28828692537545
0.75,0.3,50,1,"AIV","0.75",0,"Perennial",5.24319827364405,4.94074534276768,5.58509579631078
1,0.3,50,1,"AIV","0.75",0,"Perennial",4.04505666220863,3.80061291693916,4.3231055267606
0,0.1,5,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",0,"Perennial",12.3965445238258,11.2505111460734,13.8025403722841
0.5,0.1,5,1.5,"AIV","0.75",0,"Perennial",6.60517649794849,6.16012066276168,7.11954902591476
0.75,0.1,5,1.5,"AIV","0.75",0,"Perennial",4.2713196307863,4.0559698813946,4.51081939396178
1,0.1,5,1.5,"AIV","0.75",0,"Perennial",3.35655277851584,3.15596233164094,3.58437264283554
0,0.1,50,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",0,"Perennial",13.270488746602,11.7074344436789,15.3152163937783
0.5,0.1,50,1.5,"AIV","0.75",0,"Perennial",7.03611448585594,6.57887073747224,7.56166420773612
0.75,0.1,50,1.5,"AIV","0.75",0,"Perennial",4.52437057470648,4.2918735139637,4.78349974699494
1,0.1,50,1.5,"AIV","0.75",0,"Perennial",3.51322555287032,3.32905224195059,3.71897031960696
0,0.3,5,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",0,"Perennial",10.7227629677071,9.64616097867151,12.0698740562652
0.5,0.3,5,1.5,"AIV","0.75",0,"Perennial",5.79047509115813,5.4576355228891,6.16654845026936
0.75,0.3,5,1.5,"AIV","0.75",0,"Perennial",3.78980003964501,3.64105852438573,3.9512116752306
1,0.3,5,1.5,"AIV","0.75",0,"Perennial",3.04272145633721,2.88106855251729,3.22359294583081
0,0.3,50,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",0,"Perennial",12.4410090137347,11.0696386484422,14.2002128816475
0.5,0.3,50,1.5,"AIV","0.75",0,"Perennial",6.42098551823502,6.06227381144809,6.82481783078544
0.75,0.3,50,1.5,"AIV","0.75",0,"Perennial",4.13283742630769,3.96808333302169,4.31186528320633
1,0.3,50,1.5,"AIV","0.75",0,"Perennial",3.2575801598834,3.11260206372441,3.41672356040414
0,0.1,5,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","0.75",1,"Perennial",13.7338176131559,11.5160495825981,17.0095219967561
0.5,0.1,5,1,"AIV","0.75",1,"Perennial",6.93351373552241,6.11541893264794,8.00429426805746
0.75,0.1,5,1,"AIV","0.75",1,"Perennial",4.66900346412268,4.28019499704388,5.13550764346655
1,0.1,5,1,"AIV","0.75",1,"Perennial",3.66006440332699,3.41761763732638,3.93953622197909
0,0.1,50,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","0.75",1,"Perennial",19.0347177044137,15.3680368140678,24.9993457453751
0.5,0.1,50,1,"AIV","0.75",1,"Perennial",8.77881387647149,7.82169174267469,10.00283774809
0.75,0.1,50,1,"AIV","0.75",1,"Perennial",5.48862750781281,5.10738459725751,5.9313777393431
1,0.1,50,1,"AIV","0.75",1,"Perennial",4.07618606774388,3.77718707438088,4.42659136574003
0,0.3,5,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",1,"Perennial",13.9534877085968,10.9168344958854,19.3305090937918
0.5,0.3,5,1,"AIV","0.75",1,"Perennial",7.15255986107753,6.45934155183452,8.01245918078531
0.75,0.3,5,1,"AIV","0.75",1,"Perennial",4.51106219690238,4.2529423411321,4.80253815807509
1,0.3,5,1,"AIV","0.75",1,"Perennial",3.37865679440239,3.18707653969883,3.5947425002902
0,0.3,50,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",1,"Perennial",20.1307518573809,15.6095349634089,28.3389845952945
0.5,0.3,50,1,"AIV","0.75",1,"Perennial",9.19912861550512,8.29665136634429,10.3219050278572
0.75,0.3,50,1,"AIV","0.75",1,"Perennial",5.22486837426229,4.96593447023367,5.51229038476655
1,0.3,50,1,"AIV","0.75",1,"Perennial",3.68012851418091,3.46476981931512,3.92403353062806
0,0.1,5,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",1,"Perennial",10.9899221751241,9.46568550407686,13.0992655384671
0.5,0.1,5,1.5,"AIV","0.75",1,"Perennial",5.67925934694746,5.17847575896414,6.28726854654723
0.75,0.1,5,1.5,"AIV","0.75",1,"Perennial",3.90996929338388,3.66711929306891,4.18726525434673
1,0.1,5,1.5,"AIV","0.75",1,"Perennial",3.13601113278204,2.97402379171007,3.31666103326828
0,0.1,50,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",1,"Perennial",13.7204505672768,11.7665770027124,16.452422019007
0.5,0.1,50,1.5,"AIV","0.75",1,"Perennial",6.6887461402371,6.17898842128404,7.29017517957774
0.75,0.1,50,1.5,"AIV","0.75",1,"Perennial",4.37997064420698,4.15774126204932,4.62729759933679
1,0.1,50,1.5,"AIV","0.75",1,"Perennial",3.38347243831662,3.18702692581377,3.60572620282742
0,0.3,5,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",1,"Perennial",10.7481516927923,8.97981251216927,13.3837265446748
0.5,0.3,5,1.5,"AIV","0.75",1,"Perennial",5.64784552385512,5.29084168360323,6.05651370574173
0.75,0.3,5,1.5,"AIV","0.75",1,"Perennial",3.72313931788954,3.57660677316018,3.88219158390474
1,0.3,5,1.5,"AIV","0.75",1,"Perennial",2.89543000884187,2.77986378489991,3.021021803735
0,0.3,50,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",1,"Perennial",13.7128154097494,11.6410909725693,16.6815777287447
0.5,0.3,50,1.5,"AIV","0.75",1,"Perennial",6.68111298775897,6.27073547523034,7.14896470369328
