"Vaccine_type","half_life","Degree_resistance","Access","eir","seasonality","Age","Blood_coverage","IR"
"BSV",1,"0.25",0.3,50,"sesonality1","Children","0",17.1518928674036
"PEV",1,"0.25",0.3,50,"sesonality1","Children","0",19.5850245461976
"BSV",1,"0.25",0.3,50,"sesonality1","Children","0",20.1042063958398
"PEV",1.5,"0.25",0.3,50,"sesonality1","Children","0",19.970032107241
"BSV",1.5,"0.25",0.3,50,"sesonality1","Children","0",21.3570716006098
"PEV",1.5,"0.25",0.3,50,"sesonality1","Children","0",23.3645480664645
"BSV",1.5,"0.25",0.3,50,"sesonality1","Children","0",26.3384093464073
"PEV",1,"0.5",0.3,50,"sesonality1","Children","0",13.9839259688536
"BSV",1,"0.5",0.3,50,"sesonality1","Children","0",13.7966720305001
"PEV",1,"0.5",0.3,50,"sesonality1","Children","0",16.1700336803459
"BSV",1,"0.5",0.3,50,"sesonality1","Children","0",16.5501169454051
"PEV",1.5,"0.5",0.3,50,"sesonality1","Children","0",16.6652153254512
"BSV",1.5,"0.5",0.3,50,"sesonality1","Children","0",18.1435627543346
"PEV",1.5,"0.5",0.3,50,"sesonality1","Children","0",19.5457538165257
"BSV",1.5,"0.5",0.3,50,"sesonality1","Children","0",21.4550953064826
"PEV",1,"0.75",0.3,50,"sesonality1","Children","0",10.9549235579544
"BSV",1,"0.75",0.3,50,"sesonality1","Children","0",12.3938790128407
"PEV",1,"0.75",0.3,50,"sesonality1","Children","0",12.593670525393
"BSV",1,"0.75",0.3,50,"sesonality1","Children","0",14.6637876892403
"PEV",1.5,"0.75",0.3,50,"sesonality1","Children","0",13.1942057241124
"BSV",1.5,"0.75",0.3,50,"sesonality1","Children","0",16.4279898640534
"PEV",1.5,"0.75",0.3,50,"sesonality1","Children","0",15.1672016525638
"BSV",1.5,"0.75",0.3,50,"sesonality1","Children","0",18.7077224055526
"PEV",1,"1",0.3,50,"sesonality1","Children","0",8.64233963751558
"BSV",1,"1",0.3,50,"sesonality1","Children","0",11.8888051427201
"PEV",1,"1",0.3,50,"sesonality1","Children","0",9.79890450273516
"BSV",1,"1",0.3,50,"sesonality1","Children","0",13.9890167148167
"PEV",1.5,"1",0.3,50,"sesonality1","Children","0",10.0837076281262
"BSV",1.5,"1",0.3,50,"sesonality1","Children","0",14.9835263897874
"PEV",1.5,"1",0.3,50,"sesonality1","Children","0",11.8224881273893
"BSV",1.5,"1",0.3,50,"sesonality1","Children","0",17.2069254862805
"PEV",1,"0",0.1,150,"sesonality1","Children","0",12.7904149638149
"BSV",1,"0",0.1,150,"sesonality1","Children","0",23.8898560976894
"PEV",1,"0",0.1,150,"sesonality1","Children","0",15.9003337367034
"BSV",1,"0",0.1,150,"sesonality1","Children","0",28.2111408333137
"PEV",1.5,"0",0.1,150,"sesonality1","Children","0",16.6200312837726
"BSV",1.5,"0",0.1,150,"sesonality1","Children","0",30.8932892039234
"PEV",1.5,"0",0.1,150,"sesonality1","Children","0",20.372463642355
"BSV",1.5,"0",0.1,150,"sesonality1","Children","0",37.0218560900116
"PEV",1,"0.25",0.1,150,"sesonality1","Children","0",10.5488478459307
"BSV",1,"0.25",0.1,150,"sesonality1","Children","0",18.7811778283179
"PEV",1,"0.25",0.1,150,"sesonality1","Children","0",12.657189545472
"BSV",1,"0.25",0.1,150,"sesonality1","Children","0",22.1332272037627
"PEV",1.5,"0.25",0.1,150,"sesonality1","Children","0",13.3769578932286
"BSV",1.5,"0.25",0.1,150,"sesonality1","Children","0",24.2343618583017
"PEV",1.5,"0.25",0.1,150,"sesonality1","Children","0",15.9952972090428
"BSV",1.5,"0.25",0.1,150,"sesonality1","Children","0",28.9875965300801
"PEV",1,"0.5",0.1,150,"sesonality1","Children","0",8.32464037389063
"BSV",1,"0.5",0.1,150,"sesonality1","Children","0",14.9548675273005
"PEV",1,"0.5",0.1,150,"sesonality1","Children","0",9.74685699491165
"BSV",1,"0.5",0.1,150,"sesonality1","Children","0",17.7355655143718
"PEV",1.5,"0.5",0.1,150,"sesonality1","Children","0",10.5085683077661
"BSV",1.5,"0.5",0.1,150,"sesonality1","Children","0",19.7417010040116
"PEV",1.5,"0.5",0.1,150,"sesonality1","Children","0",12.1231722049757
"BSV",1.5,"0.5",0.1,150,"sesonality1","Children","0",22.8498703131271
"PEV",1,"0.75",0.1,150,"sesonality1","Children","0",6.02491279100681
"BSV",1,"0.75",0.1,150,"sesonality1","Children","0",13.0983995705018
"PEV",1,"0.75",0.1,150,"sesonality1","Children","0",7.5492629360043
"BSV",1,"0.75",0.1,150,"sesonality1","Children","0",14.7501534383218
"PEV",1.5,"0.75",0.1,150,"sesonality1","Children","0",7.95792621709475
"BSV",1.5,"0.75",0.1,150,"sesonality1","Children","0",16.5447087462531
"PEV",1.5,"0.75",0.1,150,"sesonality1","Children","0",9.55799759931003
"BSV",1.5,"0.75",0.1,150,"sesonality1","Children","0",18.0924130965591
"PEV",1,"1",0.1,150,"sesonality1","Children","0",4.75571669118359
"BSV",1,"1",0.1,150,"sesonality1","Children","0",11.9163109471588
"PEV",1,"1",0.1,150,"sesonality1","Children","0",5.6668860692758
"BSV",1,"1",0.1,150,"sesonality1","Children","0",13.2315172027004
"PEV",1.5,"1",0.1,150,"sesonality1","Children","0",6.32137487316313
"BSV",1.5,"1",0.1,150,"sesonality1","Children","0",14.0083858482632
"PEV",1.5,"1",0.1,150,"sesonality1","Children","0",6.94479697780115
"BSV",1.5,"1",0.1,150,"sesonality1","Children","0",14.5741798062309
"PEV",1,"0",0.3,150,"sesonality1","Children","0",15.5760661716673
"BSV",1,"0",0.3,150,"sesonality1","Children","0",21.475018897309
"PEV",1,"0",0.3,150,"sesonality1","Children","0",18.7513735469469
"BSV",1,"0",0.3,150,"sesonality1","Children","0",25.8295898821208
"PEV",1.5,"0",0.3,150,"sesonality1","Children","0",19.2978934652512
"BSV",1.5,"0",0.3,150,"sesonality1","Children","0",28.0039073624962
"PEV",1.5,"0",0.3,150,"sesonality1","Children","0",23.4898866861717
"BSV",1.5,"0",0.3,150,"sesonality1","Children","0",33.5673841355765
"PEV",1,"0.25",0.3,150,"sesonality1","Children","0",12.8667680199072
"BSV",1,"0.25",0.3,150,"sesonality1","Children","0",17.0648631111929
"PEV",1,"0.25",0.3,150,"sesonality1","Children","0",15.3863962013425
"BSV",1,"0.25",0.3,150,"sesonality1","Children","0",20.3014694632141
"PEV",1.5,"0.25",0.3,150,"sesonality1","Children","0",15.8875782448451
"BSV",1.5,"0.25",0.3,150,"sesonality1","Children","0",21.7209455690229
"PEV",1.5,"0.25",0.3,150,"sesonality1","Children","0",18.5674338732289
"BSV",1.5,"0.25",0.3,150,"sesonality1","Children","0",26.4837081037332
"PEV",1,"0.5",0.3,150,"sesonality1","Children","0",10.1003281680216
"BSV",1,"0.5",0.3,150,"sesonality1","Children","0",14.0801809677144
"PEV",1,"0.5",0.3,150,"sesonality1","Children","0",12.0078143639727
"BSV",1,"0.5",0.3,150,"sesonality1","Children","0",16.2694724077698
"PEV",1.5,"0.5",0.3,150,"sesonality1","Children","0",12.3845278816621
"BSV",1.5,"0.5",0.3,150,"sesonality1","Children","0",18.0161926777775
"PEV",1.5,"0.5",0.3,150,"sesonality1","Children","0",14.9179523145548
"BSV",1.5,"0.5",0.3,150,"sesonality1","Children","0",20.9285329807744
"PEV",1,"0.75",0.3,150,"sesonality1","Children","0",7.95570599865024
"BSV",1,"0.75",0.3,150,"sesonality1","Children","0",11.8044824975379
"PEV",1,"0.75",0.3,150,"sesonality1","Children","0",9.2690163553608
"BSV",1,"0.75",0.3,150,"sesonality1","Children","0",13.9684915173556
"PEV",1.5,"0.75",0.3,150,"sesonality1","Children","0",9.40167695187618
"BSV",1.5,"0.75",0.3,150,"sesonality1","Children","0",15.6472630494904
"PEV",1.5,"0.75",0.3,150,"sesonality1","Children","0",11.1635433697889
"BSV",1.5,"0.75",0.3,150,"sesonality1","Children","0",17.2617970519252
"PEV",1,"1",0.3,150,"sesonality1","Children","0",6.26749300035052
"BSV",1,"1",0.3,150,"sesonality1","Children","0",11.3465713672914
"PEV",1,"1",0.3,150,"sesonality1","Children","0",6.94504733070061
"BSV",1,"1",0.3,150,"sesonality1","Children","0",12.6735562645877
"PEV",1.5,"1",0.3,150,"sesonality1","Children","0",7.68116721055207
"BSV",1.5,"1",0.3,150,"sesonality1","Children","0",13.3158114908121
"PEV",1.5,"1",0.3,150,"sesonality1","Children","0",8.26233510486007
"BSV",1.5,"1",0.3,150,"sesonality1","Children","0",14.920364810296
"PEV",1,"0",0.1,5,"sesonality1","Children","0",31.544418104895
"BSV",1,"0",0.1,5,"sesonality1","Children","0",21.5252718727711
"PEV",1,"0",0.1,5,"sesonality1","Children","0",35.5565129958707
"BSV",1,"0",0.1,5,"sesonality1","Children","0",26.6983497065254
"PEV",1.5,"0",0.1,5,"sesonality1","Children","0",37.352523231917
"BSV",1.5,"0",0.1,5,"sesonality1","Children","0",27.2731878462107
"PEV",1.5,"0",0.1,5,"sesonality1","Children","0",42.6735022185875
"BSV",1.5,"0",0.1,5,"sesonality1","Children","0",32.8150395476749
"PEV",1,"0.25",0.1,5,"sesonality1","Children","0",27.5211575583707
"BSV",1,"0.25",0.1,5,"sesonality1","Children","0",17.9756225748152
"PEV",1,"0.25",0.1,5,"sesonality1","Children","0",31.0624754142513
"BSV",1,"0.25",0.1,5,"sesonality1","Children","0",22.6630576001687
"PEV",1.5,"0.25",0.1,5,"sesonality1","Children","0",32.2669715617934
"BSV",1.5,"0.25",0.1,5,"sesonality1","Children","0",23.5009408891166
"PEV",1.5,"0.25",0.1,5,"sesonality1","Children","0",36.8074491098081
"BSV",1.5,"0.25",0.1,5,"sesonality1","Children","0",27.446225431349
"PEV",1,"0.5",0.1,5,"sesonality1","Children","0",23.1212094395317
"BSV",1,"0.5",0.1,5,"sesonality1","Children","0",16.5189037859495
"PEV",1,"0.5",0.1,5,"sesonality1","Children","0",26.5257539364802
"BSV",1,"0.5",0.1,5,"sesonality1","Children","0",18.9309686591858
"PEV",1.5,"0.5",0.1,5,"sesonality1","Children","0",27.8614360128354
"BSV",1.5,"0.5",0.1,5,"sesonality1","Children","0",19.9112656243586
"PEV",1.5,"0.5",0.1,5,"sesonality1","Children","0",31.4753363164421
"BSV",1.5,"0.5",0.1,5,"sesonality1","Children","0",24.6640254592545
"PEV",1,"0.75",0.1,5,"sesonality1","Children","0",19.2089685742054
"BSV",1,"0.75",0.1,5,"sesonality1","Children","0",14.7250877153004
"PEV",1,"0.75",0.1,5,"sesonality1","Children","0",22.0630212933937
"BSV",1,"0.75",0.1,5,"sesonality1","Children","0",16.973959100417
"PEV",1.5,"0.75",0.1,5,"sesonality1","Children","0",23.1371749816892
"BSV",1.5,"0.75",0.1,5,"sesonality1","Children","0",18.4556340309408
"PEV",1.5,"0.75",0.1,5,"sesonality1","Children","0",26.0501280630754
"BSV",1.5,"0.75",0.1,5,"sesonality1","Children","0",20.8201712106079
"PEV",1,"1",0.1,5,"sesonality1","Children","0",15.576415644636
"BSV",1,"1",0.1,5,"sesonality1","Children","0",13.0984461934132
"PEV",1,"1",0.1,5,"sesonality1","Children","0",17.2839070406543
"BSV",1,"1",0.1,5,"sesonality1","Children","0",15.2347712569493
"PEV",1.5,"1",0.1,5,"sesonality1","Children","0",18.5042777925461
"BSV",1.5,"1",0.1,5,"sesonality1","Children","0",17.376616268257
"PEV",1.5,"1",0.1,5,"sesonality1","Children","0",20.6152309261915
"BSV",1.5,"1",0.1,5,"sesonality1","Children","0",20.9539135626692
"PEV",1,"0",0.3,5,"sesonality1","Children","0",33.4157993489601
"BSV",1,"0",0.3,5,"sesonality1","Children","0",21.2669494673483
"PEV",1,"0",0.3,5,"sesonality1","Children","0",37.0546579623894
"BSV",1,"0",0.3,5,"sesonality1","Children","0",25.3755981173231
"PEV",1.5,"0",0.3,5,"sesonality1","Children","0",39.623446031994
"BSV",1.5,"0",0.3,5,"sesonality1","Children","0",26.1810313086346
"PEV",1.5,"0",0.3,5,"sesonality1","Children","0",44.0547884627069
"BSV",1.5,"0",0.3,5,"sesonality1","Children","0",31.4675516119583
"PEV",1,"0.25",0.3,5,"sesonality1","Children","0",30.0405971829378
"BSV",1,"0.25",0.3,5,"sesonality1","Children","0",18.1119325330943
"PEV",1,"0.25",0.3,5,"sesonality1","Children","0",32.5864540938356
"BSV",1,"0.25",0.3,5,"sesonality1","Children","0",20.7478469096867
"PEV",1.5,"0.25",0.3,5,"sesonality1","Children","0",34.7398712755979
"BSV",1.5,"0.25",0.3,5,"sesonality1","Children","0",22.2378650027696
"PEV",1.5,"0.25",0.3,5,"sesonality1","Children","0",38.7508727481042
"BSV",1.5,"0.25",0.3,5,"sesonality1","Children","0",26.0521576439977
"PEV",1,"0.5",0.3,5,"sesonality1","Children","0",25.2928852095108
"BSV",1,"0.5",0.3,5,"sesonality1","Children","0",14.9205436091254
"PEV",1,"0.5",0.3,5,"sesonality1","Children","0",28.4848606335712
"BSV",1,"0.5",0.3,5,"sesonality1","Children","0",18.2936286006904
"PEV",1.5,"0.5",0.3,5,"sesonality1","Children","0",30.3034559472366
"BSV",1.5,"0.5",0.3,5,"sesonality1","Children","0",18.3735453660832
"PEV",1.5,"0.5",0.3,5,"sesonality1","Children","0",33.574630134292
"BSV",1.5,"0.5",0.3,5,"sesonality1","Children","0",22.2063555322188
"PEV",1,"0.75",0.3,5,"sesonality1","Children","0",21.8265220989462
"BSV",1,"0.75",0.3,5,"sesonality1","Children","0",13.6874228410599
"PEV",1,"0.75",0.3,5,"sesonality1","Children","0",23.9859937450684
"BSV",1,"0.75",0.3,5,"sesonality1","Children","0",15.9261742859894
"PEV",1.5,"0.75",0.3,5,"sesonality1","Children","0",25.0788176344595
"BSV",1.5,"0.75",0.3,5,"sesonality1","Children","0",16.1212725220868
"PEV",1.5,"0.75",0.3,5,"sesonality1","Children","0",27.7530465539927
"BSV",1.5,"0.75",0.3,5,"sesonality1","Children","0",19.6124031569712
"PEV",1,"1",0.3,5,"sesonality1","Children","0",18.1094623312389
"BSV",1,"1",0.3,5,"sesonality1","Children","0",12.6038234845822
"PEV",1,"1",0.3,5,"sesonality1","Children","0",19.9648822375823
"BSV",1,"1",0.3,5,"sesonality1","Children","0",15.0396746101795
"PEV",1.5,"1",0.3,5,"sesonality1","Children","0",21.0818777137672
"BSV",1.5,"1",0.3,5,"sesonality1","Children","0",16.0453952244595
"PEV",1.5,"1",0.3,5,"sesonality1","Children","0",23.2061191278036
"BSV",1.5,"1",0.3,5,"sesonality1","Children","0",19.6420976112173
"PEV",1,"0",0.1,50,"sesonality1","Children","0",17.3014032492766
"BSV",1,"0",0.1,50,"sesonality1","Children","0",23.421321353146
"PEV",1,"0",0.1,50,"sesonality1","Children","0",20.8161286923349
"BSV",1,"0",0.1,50,"sesonality1","Children","0",27.938565398875
"PEV",1.5,"0",0.1,50,"sesonality1","Children","0",22.1284776902338
"BSV",1.5,"0",0.1,50,"sesonality1","Children","0",30.7190201395406
"PEV",1.5,"0",0.1,50,"sesonality1","Children","0",26.1763401661797
"BSV",1.5,"0",0.1,50,"sesonality1","Children","0",36.8582801454741
"PEV",1,"0.25",0.1,50,"sesonality1","Children","0",15.0267449057028
"BSV",1,"0.25",0.1,50,"sesonality1","Children","0",18.688603653212
"PEV",1,"0.25",0.1,50,"sesonality1","Children","0",16.9763335645956
"BSV",1,"0.25",0.1,50,"sesonality1","Children","0",22.2622802195743
"PEV",1.5,"0.25",0.1,50,"sesonality1","Children","0",18.114713835976
"BSV",1.5,"0.25",0.1,50,"sesonality1","Children","0",24.770070074579
"PEV",1.5,"0.25",0.1,50,"sesonality1","Children","0",20.8107685827769
"BSV",1.5,"0.25",0.1,50,"sesonality1","Children","0",29.4565696488942
"PEV",1,"0.5",0.1,50,"sesonality1","Children","0",11.7114594835676
"BSV",1,"0.5",0.1,50,"sesonality1","Children","0",16.022938280374
"PEV",1,"0.5",0.1,50,"sesonality1","Children","0",13.5418593426256
"BSV",1,"0.5",0.1,50,"sesonality1","Children","0",18.5716768140646
"PEV",1.5,"0.5",0.1,50,"sesonality1","Children","0",14.3671359093362
"BSV",1.5,"0.5",0.1,50,"sesonality1","Children","0",20.7785286298126
"PEV",1.5,"0.5",0.1,50,"sesonality1","Children","0",16.6409623260449
"BSV",1.5,"0.5",0.1,50,"sesonality1","Children","0",24.0339447910776
"PEV",1,"0.75",0.1,50,"sesonality1","Children","0",8.73671799859052
"BSV",1,"0.75",0.1,50,"sesonality1","Children","0",14.0906547185614
"PEV",1,"0.75",0.1,50,"sesonality1","Children","0",10.1195866609925
"BSV",1,"0.75",0.1,50,"sesonality1","Children","0",16.0941097979341
"PEV",1.5,"0.75",0.1,50,"sesonality1","Children","0",10.6890953068737
"BSV",1.5,"0.75",0.1,50,"sesonality1","Children","0",18.2434179432497
"PEV",1.5,"0.75",0.1,50,"sesonality1","Children","0",13.0093865699269
"BSV",1.5,"0.75",0.1,50,"sesonality1","Children","0",20.3703842961164
"PEV",1,"1",0.1,50,"sesonality1","Children","0",6.40995226136289
"BSV",1,"1",0.1,50,"sesonality1","Children","0",13.6071861526865
"PEV",1,"1",0.1,50,"sesonality1","Children","0",7.24466502350193
"BSV",1,"1",0.1,50,"sesonality1","Children","0",15.093599559087
"PEV",1.5,"1",0.1,50,"sesonality1","Children","0",7.80351667970814
"BSV",1.5,"1",0.1,50,"sesonality1","Children","0",16.3540159656607
"PEV",1.5,"1",0.1,50,"sesonality1","Children","0",9.25436716333685
"BSV",1.5,"1",0.1,50,"sesonality1","Children","0",17.9076848438834
"PEV",1,"0",0.3,50,"sesonality1","Children","0",19.7683511356329
"BSV",1,"0",0.3,50,"sesonality1","Children","0",21.0385251911985
"PEV",1,"0",0.3,50,"sesonality1","Children","0",23.6364301867884
"BSV",1,"0",0.3,50,"sesonality1","Children","0",25.4604300726622
"PEV",1.5,"0",0.3,50,"sesonality1","Children","0",24.3743034719364
"BSV",1.5,"0",0.3,50,"sesonality1","Children","0",27.3064817421117
"PEV",1.5,"0",0.3,50,"sesonality1","Children","0",29.2015387149839
"BSV",1.5,"0",0.3,50,"sesonality1","Children","0",32.8435445421015
"PEV",1,"0.25",0.3,50,"sesonality1","Children","0",16.631381424831
"BSV",1,"0.25",0.3,50,"sesonality1","Children","0",17.0507531109023
"PEV",1,"0.25",0.3,50,"sesonality1","Children","0",19.1726226902366
"BSV",1,"0.25",0.3,50,"sesonality1","Children","0",20.5810454518397
"PEV",1.5,"0.25",0.3,50,"sesonality1","Children","0",20.1778334645121
"BSV",1.5,"0.25",0.3,50,"sesonality1","Children","0",21.812320258039
"PEV",1.5,"0.25",0.3,50,"sesonality1","Children","0",23.7297135769844
"BSV",1.5,"0.25",0.3,50,"sesonality1","Children","0",26.2141098588208
"PEV",1,"0.5",0.3,50,"sesonality1","Children","0",13.674741312173
"BSV",1,"0.5",0.3,50,"sesonality1","Children","0",14.1355610565937
"PEV",1,"0.5",0.3,50,"sesonality1","Children","0",15.6310176842365
"BSV",1,"0.5",0.3,50,"sesonality1","Children","0",16.7314163220985
"PEV",1.5,"0.5",0.3,50,"sesonality1","Children","0",16.2367144284232
"BSV",1.5,"0.5",0.3,50,"sesonality1","Children","0",18.5422232233995
"PEV",1.5,"0.5",0.3,50,"sesonality1","Children","0",19.2090111308548
"BSV",1.5,"0.5",0.3,50,"sesonality1","Children","0",21.4477822967027
"PEV",1,"0.75",0.3,50,"sesonality1","Children","0",10.7192368880816
"BSV",1,"0.75",0.3,50,"sesonality1","Children","0",12.8056193415903
"PEV",1,"0.75",0.3,50,"sesonality1","Children","0",12.0758076164038
"BSV",1,"0.75",0.3,50,"sesonality1","Children","0",15.0359162440418
"PEV",1.5,"0.75",0.3,50,"sesonality1","Children","0",12.9194335787023
"BSV",1.5,"0.75",0.3,50,"sesonality1","Children","0",16.1739719858727
"PEV",1.5,"0.75",0.3,50,"sesonality1","Children","0",14.957653460236
"BSV",1.5,"0.75",0.3,50,"sesonality1","Children","0",18.9942949457708
"PEV",1,"1",0.3,50,"sesonality1","Children","0",8.27776158630821
"BSV",1,"1",0.3,50,"sesonality1","Children","0",12.0928384678468
"PEV",1,"1",0.3,50,"sesonality1","Children","0",8.95443963071807
"BSV",1,"1",0.3,50,"sesonality1","Children","0",13.7919104493295
"PEV",1.5,"1",0.3,50,"sesonality1","Children","0",9.4705655876756
"BSV",1.5,"1",0.3,50,"sesonality1","Children","0",15.304703076619
"PEV",1.5,"1",0.3,50,"sesonality1","Children","0",10.8410271294026
"BSV",1.5,"1",0.3,50,"sesonality1","Children","0",17.0558313910797
"PEV",1,"0",0.1,150,"sesonality1","Children","0",13.3366033937865
"BSV",1,"0",0.1,150,"sesonality1","Children","0",24.3440077611282
"PEV",1,"0",0.1,150,"sesonality1","Children","0",15.9981847116332
"BSV",1,"0",0.1,150,"sesonality1","Children","0",28.8336160321327
"PEV",1.5,"0",0.1,150,"sesonality1","Children","0",16.6499111112757
"BSV",1.5,"0",0.1,150,"sesonality1","Children","0",31.5903268947206
"PEV",1.5,"0",0.1,150,"sesonality1","Children","0",20.6894590814327
"BSV",1.5,"0",0.1,150,"sesonality1","Children","0",37.3091743844112
"PEV",1,"0.25",0.1,150,"sesonality1","Children","0",10.4109993436667
"BSV",1,"0.25",0.1,150,"sesonality1","Children","0",19.0684520461594
"PEV",1,"0.25",0.1,150,"sesonality1","Children","0",12.762165757634
"BSV",1,"0.25",0.1,150,"sesonality1","Children","0",22.9159966288865
"PEV",1.5,"0.25",0.1,150,"sesonality1","Children","0",13.4025176443837
"BSV",1.5,"0.25",0.1,150,"sesonality1","Children","0",25.0737758342701
"PEV",1.5,"0.25",0.1,150,"sesonality1","Children","0",15.7042248196896
"BSV",1.5,"0.25",0.1,150,"sesonality1","Children","0",29.6914550367745
"PEV",1,"0.5",0.1,150,"sesonality1","Children","0",8.48214050222134
"BSV",1,"0.5",0.1,150,"sesonality1","Children","0",15.0640676505459
"PEV",1,"0.5",0.1,150,"sesonality1","Children","0",9.69022077081006
"BSV",1,"0.5",0.1,150,"sesonality1","Children","0",18.0195751349507
"PEV",1.5,"0.5",0.1,150,"sesonality1","Children","0",10.0228063756554
"BSV",1.5,"0.5",0.1,150,"sesonality1","Children","0",20.3545322514549
"PEV",1.5,"0.5",0.1,150,"sesonality1","Children","0",12.1676237416171
"BSV",1.5,"0.5",0.1,150,"sesonality1","Children","0",22.8144278877673
"PEV",1,"0.75",0.1,150,"sesonality1","Children","0",6.39037837577966
"BSV",1,"0.75",0.1,150,"sesonality1","Children","0",12.9844169303533
"PEV",1,"0.75",0.1,150,"sesonality1","Children","0",7.36026322619906
"BSV",1,"0.75",0.1,150,"sesonality1","Children","0",15.2171208423809
"PEV",1.5,"0.75",0.1,150,"sesonality1","Children","0",7.8564053665384
"BSV",1.5,"0.75",0.1,150,"sesonality1","Children","0",16.5011405728362
"PEV",1.5,"0.75",0.1,150,"sesonality1","Children","0",9.37831612663786
"BSV",1.5,"0.75",0.1,150,"sesonality1","Children","0",18.9124258775391
"PEV",1,"1",0.1,150,"sesonality1","Children","0",4.45297442122553
"BSV",1,"1",0.1,150,"sesonality1","Children","0",12.0660765717842
"PEV",1,"1",0.1,150,"sesonality1","Children","0",5.27511740931601
"BSV",1,"1",0.1,150,"sesonality1","Children","0",13.208683036351
"PEV",1.5,"1",0.1,150,"sesonality1","Children","0",5.5538829985831
"BSV",1.5,"1",0.1,150,"sesonality1","Children","0",14.0401158926205
"PEV",1.5,"1",0.1,150,"sesonality1","Children","0",6.75274620401161
"BSV",1.5,"1",0.1,150,"sesonality1","Children","0",14.6288304663744
"PEV",1,"0",0.3,150,"sesonality1","Children","0",15.3642470114305
"BSV",1,"0",0.3,150,"sesonality1","Children","0",21.5402591299492
"PEV",1,"0",0.3,150,"sesonality1","Children","0",18.4553730742513
"BSV",1,"0",0.3,150,"sesonality1","Children","0",25.6572801429197
"PEV",1.5,"0",0.3,150,"sesonality1","Children","0",19.2623389534768
"BSV",1.5,"0",0.3,150,"sesonality1","Children","0",28.0682931361149
"PEV",1.5,"0",0.3,150,"sesonality1","Children","0",22.9396355819204
"BSV",1.5,"0",0.3,150,"sesonality1","Children","0",33.8438409559213
"PEV",1,"0.25",0.3,150,"sesonality1","Children","0",12.3025337003681
"BSV",1,"0.25",0.3,150,"sesonality1","Children","0",16.847247364159
"PEV",1,"0.25",0.3,150,"sesonality1","Children","0",14.5764775192788
"BSV",1,"0.25",0.3,150,"sesonality1","Children","0",20.276813192798
"PEV",1.5,"0.25",0.3,150,"sesonality1","Children","0",15.1583351391502
"BSV",1.5,"0.25",0.3,150,"sesonality1","Children","0",21.8065754419183
"PEV",1.5,"0.25",0.3,150,"sesonality1","Children","0",18.365755056448
"BSV",1.5,"0.25",0.3,150,"sesonality1","Children","0",25.8679010113695
"PEV",1,"0.5",0.3,150,"sesonality1","Children","0",9.43771241601581
"BSV",1,"0.5",0.3,150,"sesonality1","Children","0",13.5092169575461
"PEV",1,"0.5",0.3,150,"sesonality1","Children","0",11.0737057981792
"BSV",1,"0.5",0.3,150,"sesonality1","Children","0",15.9108650496021
"PEV",1.5,"0.5",0.3,150,"sesonality1","Children","0",11.5971276833952
"BSV",1.5,"0.5",0.3,150,"sesonality1","Children","0",17.6659205926589
"PEV",1.5,"0.5",0.3,150,"sesonality1","Children","0",14.0247934189366
"BSV",1.5,"0.5",0.3,150,"sesonality1","Children","0",20.2833660192407
"PEV",1,"0.75",0.3,150,"sesonality1","Children","0",7.18505701458621
"BSV",1,"0.75",0.3,150,"sesonality1","Children","0",11.4318426526603
"PEV",1,"0.75",0.3,150,"sesonality1","Children","0",8.85646181306749
"BSV",1,"0.75",0.3,150,"sesonality1","Children","0",13.8878159902316
"PEV",1.5,"0.75",0.3,150,"sesonality1","Children","0",9.07980082305342
"BSV",1.5,"0.75",0.3,150,"sesonality1","Children","0",14.831732508956
"PEV",1.5,"0.75",0.3,150,"sesonality1","Children","0",10.8294034693707
"BSV",1.5,"0.75",0.3,150,"sesonality1","Children","0",16.8043616671397
"PEV",1,"1",0.3,150,"sesonality1","Children","0",5.71875518065056
"BSV",1,"1",0.3,150,"sesonality1","Children","0",10.8873638611653
"PEV",1,"1",0.3,150,"sesonality1","Children","0",6.25853610708155
"BSV",1,"1",0.3,150,"sesonality1","Children","0",11.7618872504319
"PEV",1.5,"1",0.3,150,"sesonality1","Children","0",6.56046241829635
"BSV",1.5,"1",0.3,150,"sesonality1","Children","0",13.2278502968208
"PEV",1.5,"1",0.3,150,"sesonality1","Children","0",7.82473040828519
"BSV",1.5,"1",0.3,150,"sesonality1","Children","0",13.9957233429992
"PEV",1,"0",0.1,5,"sesonality2","Children","1",50.4434298663929
"BSV",1,"0",0.1,5,"sesonality2","Children","1",41.2240837932686
"PEV",1,"0",0.1,5,"sesonality2","Children","1",57.3323851333246
"BSV",1,"0",0.1,5,"sesonality2","Children","1",48.5290060706646
"PEV",1.5,"0",0.1,5,"sesonality2","Children","1",54.1963863671803
"BSV",1.5,"0",0.1,5,"sesonality2","Children","1",46.23248216794
"PEV",1.5,"0",0.1,5,"sesonality2","Children","1",61.6574515792274
"BSV",1.5,"0",0.1,5,"sesonality2","Children","1",55.8285465752344
"PEV",1,"0.25",0.1,5,"sesonality2","Children","1",43.2784057965504
"BSV",1,"0.25",0.1,5,"sesonality2","Children","1",35.295268694091
"PEV",1,"0.25",0.1,5,"sesonality2","Children","1",48.9902970823814
"BSV",1,"0.25",0.1,5,"sesonality2","Children","1",40.3294147660666
"PEV",1.5,"0.25",0.1,5,"sesonality2","Children","1",46.1761035891389
"BSV",1.5,"0.25",0.1,5,"sesonality2","Children","1",39.4194013066337
"PEV",1.5,"0.25",0.1,5,"sesonality2","Children","1",52.3204420238358
