"Test_True","Test_predicted","seasonality","Coverage_reduced","Vaccine_type","Drug"
0.00898949257300742,0.0165601891747494,"sesonality2","0","BSV","No"
0.103026349190951,0.112285120815765,"sesonality2","0","BSV","No"
0.218976177383494,0.224910793323362,"sesonality2","0","BSV","No"
0.0569043469788711,0.0563179243394316,"sesonality2","0","BSV","No"
0.0919189474666951,0.0894352682191418,"sesonality2","0","BSV","No"
0.0383481294340202,0.0401855652963698,"sesonality2","0","BSV","No"
0.178789781013471,0.178859259617385,"sesonality2","0","BSV","No"
0.180466561167589,0.186670685016024,"sesonality2","0","BSV","No"
0.138585345850792,0.147463987501071,"sesonality2","0","BSV","No"
0.187377976777499,0.192062374968274,"sesonality2","0","BSV","No"
0.0640935059358369,0.0578645083922682,"sesonality2","0","BSV","No"
0.22229904365532,0.258223114621852,"sesonality2","0","BSV","No"
0.239043273531563,0.239615862751204,"sesonality2","0","BSV","No"
0.238054118753399,0.234304062532628,"sesonality2","0","BSV","No"
0.201853961707009,0.223066227507145,"sesonality2","0","BSV","No"
0.189708247773188,0.18965808838719,"sesonality2","0","BSV","No"
0.222637307131896,0.21885067889123,"sesonality2","0","BSV","No"
0.264383744871074,0.251658257606012,"sesonality2","0","BSV","No"
0.207060902235798,0.220505489535964,"sesonality2","0","BSV","No"
0.242717940694969,0.232259815427418,"sesonality2","0","BSV","No"
0.265811700579016,0.250584002822404,"sesonality2","0","BSV","No"
0.239242883155562,0.223868763996144,"sesonality2","0","BSV","No"
0.232713917380433,0.231994249562708,"sesonality2","0","BSV","No"
0.246600413496263,0.234667720876592,"sesonality2","0","BSV","No"
0.231571931928484,0.226727570957119,"sesonality2","0","BSV","No"
0.212923743789951,0.209793767352187,"sesonality2","0","BSV","No"
0.234383521714322,0.237247614496596,"sesonality2","0","BSV","No"
0.230660326340642,0.231313786308767,"sesonality2","0","BSV","No"
0.241370435141461,0.250277094001784,"sesonality2","0","BSV","No"
0.213932914039035,0.252462765708475,"sesonality2","0","BSV","No"
0.244215660916964,0.236998887381161,"sesonality2","0","BSV","No"
0.188273513609563,0.191517236647311,"sesonality2","0","BSV","No"
0.182830141222289,0.179847501262048,"sesonality2","0","BSV","No"
0.117662843798376,0.113811017174655,"sesonality2","0.2","AIV","No"
0.0693300568724413,0.0694700482523641,"sesonality2","0.2","AIV","No"
0.043340263342587,0.0455889516342082,"sesonality2","0.2","AIV","No"
0.0958354748715017,0.0952767854047902,"sesonality2","0.2","AIV","No"
0.091929755881738,0.0918745101304749,"sesonality2","0.2","AIV","No"
0.0168120806733515,0.0175363397435775,"sesonality2","0.2","AIV","No"
0.15077810087847,0.152730858138294,"sesonality2","0.2","AIV","No"
0.0613719879134827,0.0596363085115305,"sesonality2","0.2","AIV","No"
0.0470917379522336,0.0467300190612615,"sesonality2","0.2","AIV","No"
0.0477743834439608,0.0476557719286609,"sesonality2","0.2","AIV","No"
0.0459565420674639,0.0460944123194654,"sesonality2","0.2","AIV","No"
0.0829494753440822,0.0900554417144586,"sesonality2","0.2","AIV","No"
0.0103093593508634,0.0118856953228606,"sesonality2","0.2","AIV","No"
0.0350754542109201,0.0353811770807583,"sesonality2","0.2","AIV","No"
0.0403580107719455,0.0396104853378005,"sesonality2","0.2","AIV","No"
0.076785899667111,0.0721965545634244,"sesonality2","0.2","AIV","No"
0.0687057302292027,0.0715927272680954,"sesonality2","0.2","AIV","No"
0.0485008465076527,0.0496862553126962,"sesonality2","0.2","AIV","No"
0.118037986839048,0.120846207072193,"sesonality2","0.2","AIV","No"
0.0412973226176919,0.042492479346154,"sesonality2","0.2","AIV","No"
0.0146349497054471,0.0174832348828875,"sesonality2","0.2","AIV","No"
0.0546340972157474,0.0533167662704977,"sesonality2","0.2","AIV","No"
0.0455903857351893,0.0500057940708219,"sesonality2","0.2","AIV","No"
0.0693002630563771,0.0735893454691863,"sesonality2","0.2","AIV","No"
0.0414914031558632,0.0417012589471104,"sesonality2","0.2","AIV","No"
0.0178519215986111,0.0189201545990342,"sesonality2","0.2","AIV","No"
0.072664747831009,0.0777562974135727,"sesonality2","0.2","AIV","No"
0.0235883904346936,0.0248647060614959,"sesonality2","0.2","AIV","No"
0.0650249585509185,0.0621019086715341,"sesonality2","0.2","AIV","No"
0.0263790167922638,0.0250498699075094,"sesonality2","0.2","AIV","No"
0.0071261661803668,0.00718789599734506,"sesonality2","0.2","AIV","No"
0.0359829119171416,0.0359622203344251,"sesonality2","0.2","AIV","No"
0.079991146903807,0.0790471424278916,"sesonality2","0.2","AIV","No"
0.0393250842550647,0.038270476550272,"sesonality2","0.2","AIV","No"
0.0101356669558994,0.012562202064215,"sesonality2","0.2","AIV","No"
0.133514209773778,0.134550164774468,"sesonality2","0.2","AIV","No"
0.0730635048558002,0.0723179669031287,"sesonality2","0.2","AIV","No"
0.0410690368860689,0.0425154672473747,"sesonality2","0.2","AIV","No"
0.0738386894683028,0.0773720497658721,"sesonality2","0.2","AIV","No"
0.0123169211063855,0.0107884438756885,"sesonality2","0.2","AIV","No"
0.0145815969713122,0.0168026602785579,"sesonality2","0.2","AIV","No"
0.0844951643743676,0.0818471239875978,"sesonality2","0.2","AIV","No"
0.0421073665012839,0.0435370912688259,"sesonality2","0.2","AIV","No"
0.0624896928675938,0.0667864382910488,"sesonality2","0.2","AIV","No"
0.0566714435872823,0.0575721889149313,"sesonality2","0.2","AIV","No"
0.00704088568448718,0.00815886728011555,"sesonality2","0.2","AIV","No"
0.00663213839583918,0.00586168103329442,"sesonality2","0.2","AIV","No"
0.0841743017417432,0.0813245208197782,"sesonality2","0.2","AIV","No"
0.0490959111262465,0.0469369636641859,"sesonality2","0.2","AIV","No"
0.0186311941334316,0.0208597209814492,"sesonality2","0.2","AIV","No"
0.0492709649895571,0.0517187234762248,"sesonality2","0.2","AIV","No"
0.100376803122989,0.101738391054753,"sesonality2","0.2","AIV","No"
0.0652527423938443,0.0617064304998858,"sesonality2","0.2","AIV","No"
0.073130788710191,0.0700041183327883,"sesonality2","0.2","AIV","No"
0.00153822154955631,0.00339828735067026,"sesonality2","0.2","AIV","No"
0.00309364839304547,0.0128246348910667,"sesonality2","0.2","AIV","No"
0.0276764246509113,0.02797953356732,"sesonality2","0.2","AIV","No"
0.0262677434015551,0.0272062335671516,"sesonality2","0.2","AIV","No"
0.143172175415389,0.147047048673803,"sesonality2","0.2","AIV","No"
0.0748616122288723,0.0793154917862695,"sesonality2","0.2","AIV","No"
0.158811975454692,0.157391862900499,"sesonality2","0.2","AIV","No"
0.138081048322696,0.13520025612864,"sesonality2","0.2","AIV","No"
0.00921897890520318,0.00847840504686794,"sesonality2","0.2","AIV","No"
0.120010125395476,0.11778570419286,"sesonality2","0.2","AIV","No"
0.120185821728179,0.120827664939762,"sesonality2","0.2","AIV","No"
0.00420698123795004,0.00470147663147286,"sesonality2","0.2","AIV","No"
0.0736569169311752,0.0739195678806715,"sesonality2","0.2","AIV","No"
0.05593587431248,0.052502399882806,"sesonality2","0.2","AIV","No"
0.130716925012201,0.129658640116576,"sesonality2","0.2","AIV","No"
0.139457867455098,0.136088968489355,"sesonality2","0.2","AIV","No"
0.00114801743130064,-0.00338467848395325,"sesonality2","0.2","AIV","No"
0.0829065618212305,0.0757219941275357,"sesonality2","0.2","AIV","No"
0.0379908039203441,0.0439730497553103,"sesonality2","0.2","AIV","No"
0.112923119722761,0.109915479329171,"sesonality2","0.2","AIV","No"
0.0675383644159228,0.070410980045056,"sesonality2","0.2","AIV","No"
0.00496660544480831,0.00498617514716047,"sesonality2","0.2","AIV","No"
0.0182888633782133,0.0217846883333563,"sesonality2","0.2","AIV","No"
0.138241825593435,0.138060095836392,"sesonality2","0.2","AIV","No"
0.145610394528873,0.146759234369019,"sesonality2","0.2","AIV","No"
0.118637722022719,0.117566829989186,"sesonality2","0.2","AIV","No"
0.139711633314564,0.137491350091919,"sesonality2","0.2","AIV","No"
0.142678519146834,0.138254670487787,"sesonality2","0.2","AIV","No"
0.121152827835789,0.126133472052601,"sesonality2","0.2","AIV","No"
0.113186289770377,0.110658293431922,"sesonality2","0.2","AIV","No"
0.138096583900131,0.134347595025877,"sesonality2","0.2","AIV","No"
0.137344026429469,0.137559402180445,"sesonality2","0.2","AIV","No"
0.0940209272673986,0.0997896960106811,"sesonality2","0.2","AIV","No"
0.137591558949074,0.141487941005347,"sesonality2","0.2","AIV","No"
0.121037454983507,0.125488739727472,"sesonality2","0.2","AIV","No"
0.142233649057762,0.143458451956403,"sesonality2","0.2","AIV","No"
0.113841936491256,0.107713797560923,"sesonality2","0.2","AIV","No"
0.132579820639515,0.131993602105166,"sesonality2","0.2","AIV","No"
0.0556275468312351,0.0605851754125713,"sesonality2","0.2","AIV","No"
0.137977012553016,0.144429407006333,"sesonality2","0.2","AIV","No"
0.0375661334877594,0.0355000889782501,"sesonality2","0.2","AIV","No"
-0.000104216070104112,-0.00222257290578164,"sesonality2","0.2","AIV","No"
0.109297845990251,0.107089944821292,"sesonality2","0.2","AIV","No"
0.170953623554491,0.171244849449332,"sesonality2","0.2","AIV","No"
0.139443872633087,0.14232328004991,"sesonality2","0.2","AIV","No"
0.153475928866997,0.152500498769268,"sesonality2","0.2","AIV","No"
0.00327717541441,-0.00064178741893766,"sesonality2","0.2","AIV","No"
0.0835843864597954,0.0881791273028449,"sesonality2","0.2","AIV","No"
0.042687844409517,0.0400266596876211,"sesonality2","0.2","AIV","No"
0.110875664439846,0.111496464529918,"sesonality2","0.2","AIV","No"
0.0490461482706298,0.0450757974204854,"sesonality2","0.2","AIV","No"
0.0727940702984485,0.0757971180941902,"sesonality2","0.2","AIV","No"
0.019938817014908,0.0138429856435675,"sesonality2","0.2","AIV","No"
0.126093509724987,0.124938625767872,"sesonality2","0.2","AIV","No"
0.090565900910172,0.0911265739538721,"sesonality2","0.2","AIV","No"
0.139541427808961,0.145604325432537,"sesonality2","0.2","AIV","No"
0.0197171549335519,0.0221011956057202,"sesonality2","0","AIV","No"
0.0309900948189626,0.0331251726298441,"sesonality2","0","AIV","No"
0.0972310282509735,0.0982100717890957,"sesonality2","0","AIV","No"
0.0387245666696504,0.0386418224794247,"sesonality2","0","AIV","No"
0.0301411327122203,0.0294477931070885,"sesonality2","0","AIV","No"
0.0969751116711553,0.095952565185192,"sesonality2","0","AIV","No"
0.0506935297240058,0.0489039419411758,"sesonality2","0","AIV","No"
0.183236832870392,0.175876284129882,"sesonality2","0","AIV","No"
0.0658146622003083,0.0626451327833527,"sesonality2","0","AIV","No"
0.0226236748144687,0.0255470268585288,"sesonality2","0","AIV","No"
0.0254789248711168,0.0193246023343193,"sesonality2","0","AIV","No"
0.0733646494880497,0.0718540566659705,"sesonality2","0","AIV","No"
0.0321605973233422,0.0367311882968182,"sesonality2","0","AIV","No"
0.0769917160509783,0.0743427720073425,"sesonality2","0","AIV","No"
0.105731763291781,0.106143741421373,"sesonality2","0","AIV","No"
0.0127133402853922,0.0113469694262812,"sesonality2","0","AIV","No"
0.0303762563160962,0.0298563490569911,"sesonality2","0","AIV","No"
0.0450225370565888,0.0410303718881418,"sesonality2","0","AIV","No"
0.0487041299429627,0.0471235466237534,"sesonality2","0","AIV","No"
0.103393690365964,0.103918991162913,"sesonality2","0","AIV","No"
0.0675179104798401,0.0648052991466443,"sesonality2","0","AIV","No"
0.107364343623229,0.103446715782312,"sesonality2","0","AIV","No"
0.0543328302834338,0.0555180040688192,"sesonality2","0","AIV","No"
0.0849428527468419,0.0841700415853284,"sesonality2","0","AIV","No"
0.0489509835930576,0.0505888468972305,"sesonality2","0","AIV","No"
0.0398211813322465,0.0392981600012981,"sesonality2","0","AIV","No"
0.0299398112152533,0.0324545603807773,"sesonality2","0","AIV","No"
0.0100290396057813,0.00858192200782928,"sesonality2","0","AIV","No"
0.0530164663398171,0.0472550735005635,"sesonality2","0","AIV","No"
0.0385100533557455,0.0392766992326217,"sesonality2","0","AIV","No"
0.0301979822107427,0.0294402435407538,"sesonality2","0","AIV","No"
0.0573332410083117,0.0548571883980279,"sesonality2","0","AIV","No"
0.042512571214675,0.042274070929198,"sesonality2","0","AIV","No"
0.0901820831233311,0.0861388821588961,"sesonality2","0","AIV","No"
0.0143653239195877,0.0126609224667422,"sesonality2","0","AIV","No"
0.062480906436252,0.0622147362896848,"sesonality2","0","AIV","No"
0.0428602692017244,0.0416742117959495,"sesonality2","0","AIV","No"
0.173135329364616,0.177982772291842,"sesonality2","0","AIV","No"
0.0841005174406823,0.0870851621530712,"sesonality2","0","AIV","No"
0.0524224339594303,0.0552113219168623,"sesonality2","0","AIV","No"
0.00413813931004135,0.0117793675646923,"sesonality2","0","AIV","No"
0.0701578313081442,0.0705525684305405,"sesonality2","0","AIV","No"
0.126152435904356,0.12706889584332,"sesonality2","0","AIV","No"
0.00714457246399459,0.00782322439811593,"sesonality2","0","AIV","No"
0.0191814241478828,0.0197505766071423,"sesonality2","0","AIV","No"
0.00273196009862787,0.00207032117446677,"sesonality2","0","AIV","No"
0.0855006353273786,0.0849700924464105,"sesonality2","0","AIV","No"
0.0704127313492924,0.0705801772460904,"sesonality2","0","AIV","No"
0.0226881091907511,0.024006436966835,"sesonality2","0","AIV","No"
0.0149048784507748,0.0123175417104312,"sesonality2","0","AIV","No"
0.209295044556148,0.195648667011429,"sesonality2","0","AIV","No"
0.174435880583832,0.169753335799353,"sesonality2","0","AIV","No"
0.173784741022843,0.17037311562916,"sesonality2","0","AIV","No"
0.165350611624604,0.160490666806275,"sesonality2","0","AIV","No"
0.149199456220687,0.150688687130013,"sesonality2","0","AIV","No"
0.145936567999949,0.14306122414122,"sesonality2","0","AIV","No"
0.148141545223686,0.152540007270927,"sesonality2","0","AIV","No"
0.124672805452286,0.121762730468345,"sesonality2","0","AIV","No"
0.153759127975211,0.149874171111502,"sesonality2","0","AIV","No"
0.121632047293149,0.122218921663381,"sesonality2","0","AIV","No"
0.108637908399817,0.112131685183585,"sesonality2","0","AIV","No"
0.127975941649652,0.133674171380941,"sesonality2","0","AIV","No"
0.133926079691953,0.132252000434981,"sesonality2","0","AIV","No"
0.103169369890125,0.102375662964093,"sesonality2","0","AIV","No"
0.139386789307623,0.136446415272454,"sesonality2","0","AIV","No"
0.104890272541655,0.103161569842284,"sesonality2","0","AIV","No"
0.113980247581521,0.116979928501114,"sesonality2","0","AIV","No"
0.120941272258547,0.126442002321326,"sesonality2","0","AIV","No"
0.118514031178623,0.121962257656816,"sesonality2","0","AIV","No"
0.142692441470959,0.14064836571428,"sesonality2","0","AIV","No"
0.182401596687481,0.183828630135994,"sesonality2","0","AIV","No"
0.149901401557567,0.154499485832554,"sesonality2","0","AIV","No"
0.142922503349421,0.140560902780443,"sesonality2","0","AIV","No"
0.15431695343443,0.15199475891694,"sesonality2","0","AIV","No"
0.135658171882313,0.128850379928019,"sesonality2","0","AIV","No"
0.126499242900872,0.127833513112889,"sesonality2","0","AIV","No"
0.106827137212452,0.108805996893546,"sesonality2","0","AIV","No"
0.159248356674279,0.160964402435265,"sesonality2","0","AIV","No"
0.141014021431297,0.144409745719264,"sesonality2","0","AIV","No"
0.124384508355768,0.122755070268281,"sesonality2","0","AIV","No"
0.110351314340116,0.114404352084849,"sesonality2","0","AIV","No"
0.0985406358052439,0.101053081032741,"sesonality2","0","AIV","No"
0.150161162098544,0.14394007373364,"sesonality2","0","AIV","No"
0.156134871232441,0.155170475166416,"sesonality2","0","AIV","No"
0.129494283198605,0.131618295756205,"sesonality2","0","AIV","No"
0.136617757875061,0.1314692334003,"sesonality2","0","AIV","No"
0.12882826004625,0.125502177572275,"sesonality2","0","AIV","No"
0.117909665488293,0.116603715988965,"sesonality2","0","AIV","No"
0.115105726342276,0.116784700003578,"sesonality2","0","AIV","No"
0.115817401774184,0.118135374634803,"sesonality2","0","AIV","No"
0.156410580475989,0.157493521720356,"sesonality2","0","AIV","No"
0.13387158183707,0.127414667315384,"sesonality2","0","AIV","No"
0.188372797927756,0.184685096732303,"sesonality2","0","AIV","No"
0.164794419091913,0.158595669863362,"sesonality2","0","AIV","No"
0.171090320919711,0.168968524229244,"sesonality2","0","AIV","No"
0.183253792423874,0.175243235686835,"sesonality2","0","AIV","No"
0.107494303589223,0.107987690129423,"sesonality2","0","AIV","No"
0.158845714359275,0.151258392601236,"sesonality2","0","AIV","No"
0.144985941061413,0.1508386327339,"sesonality2","0","AIV","No"
0.139812676935992,0.139424511600716,"sesonality2","0","AIV","No"
0.119766959431512,0.120083915666466,"sesonality2","0","AIV","No"
0.138008522178479,0.136368746045404,"sesonality2","0","AIV","No"
0.105774951022685,0.109493952861365,"sesonality2","0","AIV","No"
0.135978593313433,0.13720918246304,"sesonality2","0","AIV","No"
0.144987865787517,0.146011297813824,"sesonality2","0","AIV","No"
0.122756663511287,0.123380499409544,"sesonality2","0","AIV","No"
0.110078206126248,0.108872960650738,"sesonality2","0","AIV","No"
0.157136712640295,0.15792550536836,"sesonality2","0","AIV","No"
0.112312914584124,0.11569074608915,"sesonality2","0","AIV","No"
0.125465930683765,0.128003410324856,"sesonality2","0","AIV","No"
0.0536253210583162,0.0515287253596628,"sesonality1","0","AIV","No"
0.0844158310545366,0.0831351126300998,"sesonality1","0","AIV","No"
0.0318996818622061,0.0309285352984498,"sesonality1","0","AIV","No"
0.0375702071397417,0.038085377101475,"sesonality1","0","AIV","No"
0.0507539106076287,0.0470913449968846,"sesonality1","0","AIV","No"
0.0704012818671502,0.0714909878100082,"sesonality1","0","AIV","No"
0.0199665078202891,0.0214534831148237,"sesonality1","0","AIV","No"
0.08701959778767,0.0889523265370579,"sesonality1","0","AIV","No"
0.0441300942906277,0.0416405467370245,"sesonality1","0","AIV","No"
0.0494090662726089,0.0514961927158321,"sesonality1","0","AIV","No"
0.0740096897793734,0.0734928766346596,"sesonality1","0","AIV","No"
0.0702678368985428,0.0736603184133985,"sesonality1","0","AIV","No"
0.024142659681132,0.0252165405029357,"sesonality1","0","AIV","No"
0.078908431278752,0.0744266214234594,"sesonality1","0","AIV","No"
0.0724520749125836,0.0695341841735433,"sesonality1","0","AIV","No"
0.0141030177912975,0.0115299850705259,"sesonality1","0","AIV","No"
0.0781361352806348,0.0793527886245305,"sesonality1","0","AIV","No"
0.0969302946767258,0.0971482493590161,"sesonality1","0","AIV","No"
0.0350313377161696,0.0378227800878039,"sesonality1","0","AIV","No"
0.0622132575885062,0.0608394601678624,"sesonality1","0","AIV","No"
0.04742979122673,0.0508488880203005,"sesonality1","0","AIV","No"
0.0833558824235652,0.0805011514063805,"sesonality1","0","AIV","No"
