"L","M","U","G","Vaccine_type","Range"
0.0152390272805819,0.0305529254663479,0.0458785179656407,"Coverage","AIV",60
0.0154449777702963,0.0309606539175319,0.0464226836114343,"Coverage","AIV",61.3793103448276
0.0159122856527467,0.0311554570499807,0.0466192055998086,"Coverage","AIV",62.7586206896552
0.0161459173036776,0.0322552497798631,0.0482725293031084,"Coverage","AIV",64.1379310344828
0.0164760434601304,0.0327579689781145,0.0490228028492549,"Coverage","AIV",65.5172413793103
0.0171372377361255,0.0332919544105161,0.0499651465542599,"Coverage","AIV",66.8965517241379
0.017535253871998,0.033646885809376,0.0501054270904778,"Coverage","AIV",68.2758620689655
0.0173452454001662,0.0344021811753256,0.0520718511305688,"Coverage","AIV",69.6551724137931
0.0180026803422996,0.0354699330996656,0.0527941623455222,"Coverage","AIV",71.0344827586207
0.018427129555871,0.0358610213828258,0.0536274047513826,"Coverage","AIV",72.4137931034483
0.0185411157918331,0.0366983549707091,0.0551148588167429,"Coverage","AIV",73.7931034482759
0.0194466457562117,0.037765031412157,0.0559192751628807,"Coverage","AIV",75.1724137931034
0.0199701429802408,0.0383002242402989,0.0570991152352856,"Coverage","AIV",76.551724137931
0.0196472634830247,0.0383837513077038,0.0573494067790078,"Coverage","AIV",77.9310344827586
0.0196480271034832,0.0391656209850692,0.0582153300982241,"Coverage","AIV",79.3103448275862
0.0208962331872315,0.0403959991459615,0.0590364515810263,"Coverage","AIV",80.6896551724138
0.0206395326716332,0.0399945031684355,0.060088510529591,"Coverage","AIV",82.0689655172414
0.0211079403291614,0.0411115193651606,0.0608575476354937,"Coverage","AIV",83.448275862069
0.0212453652896816,0.0413988450596901,0.0618867828925818,"Coverage","AIV",84.8275862068966
0.0219933494488721,0.0417711951802387,0.0625135816501155,"Coverage","AIV",86.2068965517241
0.022866265193885,0.0436802913336697,0.0639557104714377,"Coverage","AIV",87.5862068965517
0.02332109066838,0.0446139598054567,0.0655572171330912,"Coverage","AIV",88.9655172413793
0.0236243055639634,0.0448256500053844,0.0656855751718172,"Coverage","AIV",90.3448275862069
0.0233506313664575,0.0450986413499706,0.0664402926552327,"Coverage","AIV",91.7241379310345
0.0244576417901259,0.0468033785643942,0.0683129667141236,"Coverage","AIV",93.1034482758621
0.0246042001610403,0.0468442783928313,0.068657487751619,"Coverage","AIV",94.4827586206897
0.0245322905662166,0.0476095648129714,0.0699882908470766,"Coverage","AIV",95.8620689655172
0.0241683657392324,0.0476849055818799,0.0704207648882134,"Coverage","AIV",97.2413793103448
0.0248769307094347,0.048784361829525,0.0712884460791087,"Coverage","AIV",98.6206896551724
NA,NA,NA,"Coverage","AIV",100
0.0114376666126027,0.0254470840438306,0.0398815828013658,"initialEfficacy","AIV",0.5
0.011813712932494,0.0257010360314895,0.040326004523268,"initialEfficacy","AIV",0.517241379310345
0.0130861600893562,0.0277958968064077,0.0423186006577521,"initialEfficacy","AIV",0.53448275862069
0.0132877283784895,0.0281587868000349,0.0434799771275612,"initialEfficacy","AIV",0.551724137931034
0.0143413072762933,0.0295647311718312,0.044741594172505,"initialEfficacy","AIV",0.568965517241379
0.0148498275696394,0.030942205255183,0.0466625392982141,"initialEfficacy","AIV",0.586206896551724
0.0160593175381138,0.0317909052296043,0.0478339615485664,"initialEfficacy","AIV",0.603448275862069
0.0160138570547392,0.0323862423471764,0.0484100827128347,"initialEfficacy","AIV",0.620689655172414
0.0174793860501714,0.0338974740362507,0.0507404643507922,"initialEfficacy","AIV",0.637931034482759
0.0184957727919315,0.0357198022140323,0.0525384682213003,"initialEfficacy","AIV",0.655172413793103
0.0185263678429457,0.035928143616381,0.0527901601081924,"initialEfficacy","AIV",0.672413793103448
0.0193242397063036,0.0370363569550676,0.0542462635586379,"initialEfficacy","AIV",0.689655172413793
0.0194143163193877,0.0375061644398231,0.0553162599538562,"initialEfficacy","AIV",0.706896551724138
0.0205212386286796,0.0389404312814945,0.0567227172643364,"initialEfficacy","AIV",0.724137931034483
0.0210936377920195,0.0397291474895449,0.0577437141890703,"initialEfficacy","AIV",0.741379310344828
0.0213917089595963,0.0404483658175005,0.0587801580520475,"initialEfficacy","AIV",0.758620689655172
0.022143514182831,0.04225662597106,0.0609052954877552,"initialEfficacy","AIV",0.775862068965517
0.0225792524117867,0.0421593670225282,0.0616430452149408,"initialEfficacy","AIV",0.793103448275862
0.0235147124543592,0.0436678125135514,0.0628565651815379,"initialEfficacy","AIV",0.810344827586207
0.0245901304039975,0.0450532253565452,0.0648800448206576,"initialEfficacy","AIV",0.827586206896552
0.0244661365992809,0.0455820600864653,0.0653316603691456,"initialEfficacy","AIV",0.844827586206897
0.0250129348748619,0.0464437181682757,0.0670120225400223,"initialEfficacy","AIV",0.862068965517241
0.0263990430501617,0.048015237620124,0.0684432038553636,"initialEfficacy","AIV",0.879310344827586
0.0269890380691339,0.0491999867142221,0.0698031673878545,"initialEfficacy","AIV",0.896551724137931
0.0283645013662534,0.0510531039856687,0.0723379021522901,"initialEfficacy","AIV",0.913793103448276
0.0282996259186985,0.0512374054154489,0.0728982333838532,"initialEfficacy","AIV",0.931034482758621
0.0295987034433023,0.0529015512270002,0.0743797975888503,"initialEfficacy","AIV",0.948275862068966
0.0307826750553066,0.0545356473273213,0.0760347675466697,"initialEfficacy","AIV",0.96551724137931
0.0311069938054677,0.0552453111032173,0.0776437778767261,"initialEfficacy","AIV",0.982758620689655
NA,NA,NA,"initialEfficacy","AIV",1
-0.000863125101962842,0.000828124170676852,0.00231488940963371,"Degree_resistance","AIV",0
0.00228717995207501,0.00400418105866435,0.00600176839165501,"Degree_resistance","AIV",0.0344827586206897
0.00492311191201725,0.00728527513232974,0.0103485802884485,"Degree_resistance","AIV",0.0689655172413793
0.00730363950030265,0.0105718864573755,0.0148272183648483,"Degree_resistance","AIV",0.103448275862069
0.00973030193604041,0.0137693524526031,0.018955591565089,"Degree_resistance","AIV",0.137931034482759
0.0121412491368216,0.0171497564440388,0.0234169475706997,"Degree_resistance","AIV",0.172413793103448
0.0142708281216001,0.0200450133572442,0.0273607741796373,"Degree_resistance","AIV",0.206896551724138
0.0167922935539453,0.0232302206085146,0.0311792081513435,"Degree_resistance","AIV",0.241379310344828
0.0186894330536215,0.0258254344100202,0.034440122930571,"Degree_resistance","AIV",0.275862068965517
0.0208492692326693,0.028751470716836,0.0381094469033541,"Degree_resistance","AIV",0.310344827586207
0.023081916715251,0.0312603258272092,0.0412923561621941,"Degree_resistance","AIV",0.344827586206897
0.0252663622037201,0.0339574901922792,0.0442090353519342,"Degree_resistance","AIV",0.379310344827586
0.0276127799525892,0.0366828157464941,0.0476048428798535,"Degree_resistance","AIV",0.413793103448276
0.0298088195358853,0.0395015783803278,0.0509273439709122,"Degree_resistance","AIV",0.448275862068966
0.0315374213483091,0.0415867323720092,0.0532569791307736,"Degree_resistance","AIV",0.482758620689655
0.033695864703341,0.0441967367997645,0.0565128983827244,"Degree_resistance","AIV",0.517241379310345
0.0355534757925569,0.0458261065350211,0.0580870813064243,"Degree_resistance","AIV",0.551724137931034
0.0377205615068276,0.0486011058892827,0.0614412642808874,"Degree_resistance","AIV",0.586206896551724
0.0389240534875145,0.050273376799082,0.0632658736671624,"Degree_resistance","AIV",0.620689655172414
0.0412607724087083,0.0526491843027741,0.0657215200079828,"Degree_resistance","AIV",0.655172413793103
0.042804200565136,0.0547487571517838,0.068552853076731,"Degree_resistance","AIV",0.689655172413793
0.044612108782042,0.0568968697116576,0.0706639406142874,"Degree_resistance","AIV",0.724137931034483
0.0464290889922069,0.0589197529597433,0.0732018867538395,"Degree_resistance","AIV",0.758620689655172
