"Test_True","Test_predicted","iteration","seasonality","Coverage_reduced","Age","Blood_coverage"
0.116372002024215,0.117686141599896,2,"sesonality1",0,18,0
0.029126126751796,0.0272805868026369,2,"sesonality1",0,18,0
0.0746894303020183,0.0759888735867445,2,"sesonality1",0,18,0
0.00284939380156423,0.00596948622919321,2,"sesonality1",0,18,0
0.066305053717237,0.0684420499541155,2,"sesonality1",0,18,0
0.0393517856799041,0.0412071313034017,2,"sesonality1",0,18,0
0.0682077459599068,0.0699783206994391,2,"sesonality1",0,18,0
0.158930909464037,0.143687682774045,2,"sesonality1",0,18,0
0.0606056135508202,0.0580912785653772,2,"sesonality1",0,18,0
0.0344450573696963,0.0356565570098779,2,"sesonality1",0,18,0
0.116887175951283,0.118741104104953,2,"sesonality1",0,18,0
0.10698365268292,0.105789632873042,2,"sesonality1",0,18,0
0.0542926485480931,0.0564353109416033,2,"sesonality1",0,18,0
0.0665065302561007,0.0657311239382811,2,"sesonality1",0,18,0
0.0759740720764546,0.0761430571729542,2,"sesonality1",0,18,0
0.0340451252805185,0.0342883077561624,2,"sesonality1",0,18,0
-0.000490501836836064,0.0020212477528437,2,"sesonality1",0,18,0
0.0481929338094593,0.0516670994284878,2,"sesonality1",0,18,0
0.029292110854195,0.0280032521697668,2,"sesonality1",0,18,0
0.0573385541114857,0.0583601922753516,2,"sesonality1",0,18,0
0.0259514339149114,0.0266902812192104,2,"sesonality1",0,18,0
0.024458156244775,0.0248476226732574,2,"sesonality1",0,18,0
0.0835268765791369,0.0861553960891626,2,"sesonality1",0,18,0
0.00539802660613712,0.00295627669017964,2,"sesonality1",0,18,0
0.0547240315189054,0.0525777713650271,2,"sesonality1",0,18,0
0.033275176064692,0.0334795531409056,2,"sesonality1",0,18,0
0.0795827673341466,0.0818127639333418,2,"sesonality1",0,18,0
0.0108363619460584,0.00662842150149242,2,"sesonality1",0,18,0
0.0366167238303478,0.0367601450717843,2,"sesonality1",0,18,0
0.0826606415833323,0.0818981926306128,2,"sesonality1",0,18,0
0.151469712905476,0.152245372689461,2,"sesonality1",0,18,0
0.0561519885668057,0.0555881376166956,2,"sesonality1",0,18,0
0.0638369877589811,0.0637899236609299,2,"sesonality1",0,18,0
0.00737848987963279,0.0054731725703283,2,"sesonality1",0,18,0
0.0563220480347825,0.0550340884489383,2,"sesonality1",0,18,0
0.0303811826086213,0.029660486146536,2,"sesonality1",0,18,0
0.0642197485655774,0.0641748309782468,2,"sesonality1",0,18,0
0.0878779668731638,0.089785480390049,2,"sesonality1",0,18,0
0.0987985038749111,0.0988423428785831,2,"sesonality1",0,18,0
0.0725805718134109,0.0724559198401484,2,"sesonality1",0,18,0
0.160044089853633,0.152733105010624,2,"sesonality1",0,18,0
0.188995053035826,0.18373340699818,2,"sesonality1",0,18,0
0.01564735426255,0.0191769095691672,2,"sesonality1",0,18,0
0.125441151836749,0.122815603632915,2,"sesonality1",0,18,0
0.0329015334746622,0.031605087751081,2,"sesonality1",0,18,0
0.106986778166067,0.100459775087638,2,"sesonality1",0,18,0
0.0139297090056069,0.0135404099290684,2,"sesonality1",0,18,0
0.197607309239544,0.177570627274079,2,"sesonality1",0,18,0
0.0972084870291267,0.101599192346386,2,"sesonality1",0,18,0
0.0632747897711889,0.0616946286357684,2,"sesonality1",0,18,0
0.126374120272574,0.125199564397831,2,"sesonality1",0,18,0
0.0973988410423583,0.0987639791160406,2,"sesonality1",0,18,0
0.123415979397198,0.115662414847645,2,"sesonality1",0,18,0
0.0614093023528758,0.0600494197835437,2,"sesonality1",0,18,0
0.0225258411551948,0.0239677861636206,2,"sesonality1",0,18,1
0.0131044122958948,0.0142970081198669,2,"sesonality1",0,18,1
0.0598508302846826,0.0584907693962034,2,"sesonality1",0,18,1
0.0867765043774694,0.0811600168967384,2,"sesonality1",0,18,1
0.0564527905319155,0.0564854506793898,2,"sesonality1",0,18,1
0.0742310686975153,0.0737823683284622,2,"sesonality1",0,18,1
0.0316914778351446,0.0319713951363212,2,"sesonality1",0,18,1
0.0920777328036284,0.0894376696467917,2,"sesonality1",0,18,1
0.0256010706120048,0.0215415228830796,2,"sesonality1",0,18,1
0.0516313494232242,0.0479279796693002,2,"sesonality1",0,18,1
0.0404697661641821,0.0415151020403433,2,"sesonality1",0,18,1
0.00700227676950725,0.00838606856262078,2,"sesonality1",0,18,1
0.00863422165226736,0.00802284053116854,2,"sesonality1",0,18,1
0.0440973756823435,0.0447164853042071,2,"sesonality1",0,18,1
0.0349014839354197,0.0364727323816926,2,"sesonality1",0,18,1
0.106679279652202,0.102512395349342,2,"sesonality1",0,18,1
0.0713856915074972,0.0680482489497749,2,"sesonality1",0,18,1
0.0776793502112661,0.0799156978018955,2,"sesonality1",0,18,1
0.00034409190024271,2.27005395769808e-06,2,"sesonality1",0,18,1
0.150521849936938,0.150487552634353,2,"sesonality1",0,18,1
0.0581285678041177,0.0572782573171741,2,"sesonality1",0,18,1
0.179419623443315,0.168313877820627,2,"sesonality1",0,18,1
0.0215143749177883,0.0210261650946973,2,"sesonality1",0,18,1
0.112289314355912,0.115310115366964,2,"sesonality1",0,18,1
0.0647433934027885,0.0639093460397782,2,"sesonality1",0,18,1
0.0746708984595148,0.0768128968519286,2,"sesonality1",0,18,1
0.106503756189549,0.107641549145384,2,"sesonality1",0,18,1
0.00332962229667596,0.00221338761767689,2,"sesonality1",0,18,1
0.088805388896435,0.0878584146679606,2,"sesonality1",0,18,1
0.0584743101323102,0.0581570177106669,2,"sesonality1",0,18,1
0.109702293812297,0.10975922868068,2,"sesonality1",0,18,1
0.0541396982744296,0.0567173593940749,2,"sesonality1",0,18,1
0.0728235792356255,0.0727960261503343,2,"sesonality1",0,18,1
0.03237385431652,0.0326843792311415,2,"sesonality1",0,18,1
0.0756735985438373,0.0741076152567216,2,"sesonality1",0,18,1
0.0156085520692111,0.0148114134354158,2,"sesonality1",0,18,1
0.0512665044256026,0.0541885195391461,2,"sesonality1",0,18,1
0.0594130121733688,0.0603183474617023,2,"sesonality1",0,18,1
0.0803481895317684,0.0838202892707679,2,"sesonality1",0,18,1
0.0340778995139714,0.0335108371230988,2,"sesonality1",0,18,1
0.0580218084187289,0.0587655241264599,2,"sesonality1",0,18,1
0.0727626354055997,0.0726143520429505,2,"sesonality1",0,18,1
0.0718519693908385,0.070852382148049,2,"sesonality1",0,18,1
0.0697149225067656,0.0698518484376732,2,"sesonality1",0,18,1
0.056450736478466,0.0615984976998949,2,"sesonality1",0,18,1
0.00368463585130344,0.00154124126275149,2,"sesonality1",0,18,1
0.0934806807474934,0.0925417738212651,2,"sesonality1",0,18,1
0.0902990346669597,0.0879488807032538,2,"sesonality1",0,18,1
0.00725440365750206,0.00915270944112345,2,"sesonality1",0,18,1
0.0130677075426978,0.0175999015733957,2,"sesonality1",0,18,1
0.0626137109209563,0.0613556182782177,2,"sesonality1",0,18,1
0.0360397183594086,0.0335077825938677,2,"sesonality1",0,18,1
0.064339895228845,0.0522670192817997,2,"sesonality1",0,18,1
0.0287115487244015,0.030667919103949,2,"sesonality1",0,18,1
0.199312345906005,0.206377999883214,2,"sesonality1",0,18,1
0.00330716743730466,0.00349392051757215,2,"sesonality1",0,18,1
0.0579117854873002,0.056155903625687,2,"sesonality1",0,18,1
0.00186284764527065,0.00149412175063091,2,"sesonality1",0,18,1
0.0162390356794199,0.0164044803564098,2,"sesonality1",0,18,1
0.0695569087690624,0.061029117427975,2,"sesonality1",0,18,1
0.105092412453028,0.103718123979429,2,"sesonality1",0,18,1
0.0742746250969623,0.0770626312859081,2,"sesonality1",0,18,1
0.0650393161117237,0.0645411916312098,2,"sesonality1",0,18,1
0.160597583905856,0.165964503827548,2,"sesonality1",0,18,1
0.0894872495596822,0.0894281263552475,2,"sesonality1",0,18,1
0.123587677946945,0.12463845777744,2,"sesonality1",0,18,1
0.0870701851866393,0.0878684402157657,2,"sesonality1",0,18,1
0.0149471618705788,0.00683566645778791,2,"sesonality1",0,18,1
0.00228985242609987,-0.00463520149697857,2,"sesonality1",0,18,1
0.0942496011653649,0.0934834633081216,2,"sesonality1",0,18,1
0.132245847129416,0.137711053825165,2,"sesonality1",0,0.75,0
0.0236116562434934,-0.00243584786325418,2,"sesonality1",0,0.75,0
0.290987798947325,0.340991372326194,2,"sesonality1",0,0.75,0
0.299430345501233,0.322486641862497,2,"sesonality1",0,0.75,0
0.22992519947081,0.192597708484541,2,"sesonality1",0,0.75,0
0.06004957773747,0.0702838963736453,2,"sesonality1",0,0.75,0
0.0579888031705393,0.0724505027574259,2,"sesonality1",0,0.75,0
0.200200616106469,0.185439784288283,2,"sesonality1",0,0.75,0
0.113372140122906,0.107721836494036,2,"sesonality1",0,0.75,0
0.373328237420564,0.365849696360538,2,"sesonality1",0,0.75,0
0.43239848959986,0.471404940728877,2,"sesonality1",0,0.75,0
0.0972262069091347,0.112878991278585,2,"sesonality1",0,0.75,0
0.0498653482712013,0.0122652082214228,2,"sesonality1",0,0.75,0
0.255672553123,0.192376257432901,2,"sesonality1",0,0.75,0
0.0700899010532879,0.0613210563442753,2,"sesonality1",0,0.75,0
0.102692917831409,0.113743423695528,2,"sesonality1",0,0.75,0
0.384156299745374,0.358441098848529,2,"sesonality1",0,0.75,0
0.478593965900563,0.447488005278971,2,"sesonality1",0,0.75,0
0.371781894633691,0.418947494084134,2,"sesonality1",0,0.75,0
0.00433454117468342,0.0157211743690266,2,"sesonality1",0,0.75,0
0.448253837609702,0.506757362242638,2,"sesonality1",0,0.75,0
0.0356395870176814,-0.0155421420975688,2,"sesonality1",0,0.75,0
0.273319530658571,0.286115646949819,2,"sesonality1",0,0.75,0
0.254889405262972,0.247524640501503,2,"sesonality1",0,0.75,0
0.186183265220516,0.15904525283608,2,"sesonality1",0,0.75,0
0.265747985540677,0.282409085727383,2,"sesonality1",0,0.75,0
0.201552423673877,0.161618854060146,2,"sesonality1",0,0.75,0
0.0695843192975723,0.0725677636519872,2,"sesonality1",0,0.75,0
0.229882329797736,0.241252678107377,2,"sesonality1",0,0.75,0
0.0424111492525269,0.0230338960548458,2,"sesonality1",0,0.75,0
0.24461178288033,0.214529407860644,2,"sesonality1",0,0.75,0
0.105425405598745,0.12958312247867,2,"sesonality1",0,0.75,0
0.137170711439452,0.129211592972495,2,"sesonality1",0,0.75,0
0.0756698681102146,0.121464198451025,2,"sesonality1",0,0.75,0
0.189851379219683,0.153639135385514,2,"sesonality1",0,0.75,0
0.477001783359315,0.522886928819193,2,"sesonality1",0,0.75,0
0.133717376130326,0.149123921035589,2,"sesonality1",0,0.75,0
0.353992509723617,0.369053802442391,2,"sesonality1",0,0.75,0
0.0446582164552655,0.00692607754796312,2,"sesonality1",0,0.75,0
0.100094043170633,0.0695839095522584,2,"sesonality1",0,0.75,0
0.173435632193182,0.177501324175654,2,"sesonality1",0,0.75,0
0.0362699474796485,0.0732847959585922,2,"sesonality1",0,0.75,0
0.896680001820609,0.880286241679832,2,"sesonality1",0,0.75,0
0.178810123785779,0.192297716062776,2,"sesonality1",0,0.75,0
0.138928848044939,0.165863012317316,2,"sesonality1",0,0.75,0
0.324363792894894,0.349238477399662,2,"sesonality1",0,0.75,0
0.289920779719137,0.286978457134413,2,"sesonality1",0,0.75,0
0.282604762851367,0.167928989661622,2,"sesonality1",0,0.75,0
0.324318041413368,0.280864438349105,2,"sesonality1",0,0.75,0
0.274755960660071,0.287101516036733,2,"sesonality1",0,0.75,0
0.363119509461143,0.303222402222099,2,"sesonality1",0,0.75,0
0.382921540502074,0.402182266244958,2,"sesonality1",0,0.75,0
0.388861364843955,0.376568750640277,2,"sesonality1",0,0.75,0
0.0343196422487222,0.00356757990953782,2,"sesonality1",0,0.75,0
1.2707573878591,1.17629450515445,2,"sesonality1",0,0.75,0
0.206750369483016,0.377014612601786,2,"sesonality1",0,0.75,0
0.527765236965486,0.474241988760896,2,"sesonality1",0,0.75,0
0.100278864366782,0.085593846398922,2,"sesonality1",0,0.75,0
0.0103706218146214,0.0345531327515092,2,"sesonality1",0,0.75,0
0.21838908845033,0.202737879865222,2,"sesonality1",0,0.75,0
0.329375342985409,0.378845607580303,2,"sesonality1",0,0.75,0
0.0102259818073119,0.011748006545768,2,"sesonality1",0,0.75,0
0.504682520063585,0.552657213708443,2,"sesonality1",0,0.75,0
0.536027708828404,0.576325812416394,2,"sesonality1",0,0.75,0
0.710631719722734,0.794294544517618,2,"sesonality1",0,0.75,0
0.0891083747258696,0.0952160817426341,2,"sesonality1",0,0.75,0
0.221609177408138,0.200201181500947,2,"sesonality1",0,0.75,0
0.255109904778301,0.295182781115421,2,"sesonality1",0,0.75,0
0.0808167491901823,0.106815363155226,2,"sesonality1",0,0.75,0
0.89072761680199,0.7262408117847,2,"sesonality1",0,0.75,0
0.0700356831117015,0.0998312030256848,2,"sesonality1",0,0.75,1
0.0672251946981666,0.0843371740485832,2,"sesonality1",0,0.75,1
0.296469283155691,0.31634260260914,2,"sesonality1",0,0.75,1
0.234220712608789,0.416831913090575,2,"sesonality1",0,0.75,1
0.0599136943518077,0.0663410586757469,2,"sesonality1",0,0.75,1
0.0456071612763699,0.0456163970310265,2,"sesonality1",0,0.75,1
0.315287638859897,0.357667853460686,2,"sesonality1",0,0.75,1
