"L","M","U","G","Coverage_reduced","Seasonality","Age","Blood_coverage","Range"
0.0192557475647957,0.0374244913081123,0.0588339960192602,"Coverage","0.2","sesonality2","18","1",60
0.0202215776819172,0.0390451051779114,0.0606274575062518,"Coverage","0.2","sesonality2","18","1",61.3793103448276
0.0196085456548066,0.0387350387754534,0.0604221595290062,"Coverage","0.2","sesonality2","18","1",62.7586206896552
0.0200397264655228,0.0388064337303108,0.060527518941513,"Coverage","0.2","sesonality2","18","1",64.1379310344828
0.0201474865463227,0.0389191808532222,0.0612790038427378,"Coverage","0.2","sesonality2","18","1",65.5172413793103
0.0203736263694934,0.0401690567653611,0.0630761676919969,"Coverage","0.2","sesonality2","18","1",66.8965517241379
0.0212495312032898,0.0407132719304989,0.0637748592908502,"Coverage","0.2","sesonality2","18","1",68.2758620689655
0.0210453707615829,0.0414371456496734,0.0648095422734538,"Coverage","0.2","sesonality2","18","1",69.6551724137931
0.0220278064674087,0.0430134385363263,0.0660149223899,"Coverage","0.2","sesonality2","18","1",71.0344827586207
0.0212344672274724,0.0419627819344298,0.0663574211592228,"Coverage","0.2","sesonality2","18","1",72.4137931034483
0.0224565879069677,0.0429113964974671,0.0666169423529091,"Coverage","0.2","sesonality2","18","1",73.7931034482759
0.0223700363997652,0.0435803600610453,0.0676268487694277,"Coverage","0.2","sesonality2","18","1",75.1724137931034
0.0230244055075098,0.0448408455706963,0.0694312759066438,"Coverage","0.2","sesonality2","18","1",76.551724137931
0.0237666500438316,0.0451180093074224,0.0698463039811366,"Coverage","0.2","sesonality2","18","1",77.9310344827586
0.0233752080972069,0.0459885077187455,0.0720253978299941,"Coverage","0.2","sesonality2","18","1",79.3103448275862
0.0236496788735482,0.0459787298197417,0.0727909428055888,"Coverage","0.2","sesonality2","18","1",80.6896551724138
0.0240591838042228,0.0468056019953498,0.0728162475040288,"Coverage","0.2","sesonality2","18","1",82.0689655172414
0.0237857500717158,0.0468194369258709,0.0738652297156458,"Coverage","0.2","sesonality2","18","1",83.448275862069
0.0234795102828049,0.0467104144432218,0.0740714245342079,"Coverage","0.2","sesonality2","18","1",84.8275862068966
0.0235470688622913,0.047580551807144,0.0756812294804022,"Coverage","0.2","sesonality2","18","1",86.2068965517241
0.023659210731931,0.0466171340605672,0.0752362540174343,"Coverage","0.2","sesonality2","18","1",87.5862068965517
0.0233523157832033,0.0471702972699032,0.0752472544739184,"Coverage","0.2","sesonality2","18","1",88.9655172413793
0.0249435512126339,0.0492950038025371,0.0780336406716974,"Coverage","0.2","sesonality2","18","1",90.3448275862069
0.0250741638473287,0.0503626326995152,0.0789500603606901,"Coverage","0.2","sesonality2","18","1",91.7241379310345
0.0249652595712153,0.0499330723880419,0.0796330923122444,"Coverage","0.2","sesonality2","18","1",93.1034482758621
0.0248865035806704,0.0498591515844518,0.0791675881900913,"Coverage","0.2","sesonality2","18","1",94.4827586206897
0.0253690251466053,0.0510094387171502,0.0801347361839815,"Coverage","0.2","sesonality2","18","1",95.8620689655172
0.0263727295046471,0.0516585355502144,0.0809035625614148,"Coverage","0.2","sesonality2","18","1",97.2413793103448
0.0264634681665308,0.0521072768053934,0.0817541731115652,"Coverage","0.2","sesonality2","18","1",98.6206896551724
NA,NA,NA,"Coverage","0.2","sesonality2","18","1",100
0.0144618217315301,0.0292443765574173,0.0461626973292587,"initialEfficacy","0.2","sesonality2","18","1",0.5
0.015705969357144,0.0309731725312856,0.0480591155241963,"initialEfficacy","0.2","sesonality2","18","1",0.517241379310345
0.0164952473439254,0.0323183396176917,0.0502256666393536,"initialEfficacy","0.2","sesonality2","18","1",0.53448275862069
0.0169848899565547,0.0331908094011679,0.0516089027473174,"initialEfficacy","0.2","sesonality2","18","1",0.551724137931034
0.0170996593909458,0.0335237694955877,0.0527032978725665,"initialEfficacy","0.2","sesonality2","18","1",0.568965517241379
0.0177096482421528,0.0353344154453633,0.0546204852458603,"initialEfficacy","0.2","sesonality2","18","1",0.586206896551724
0.0185885507690048,0.0364436596678071,0.0567430277449967,"initialEfficacy","0.2","sesonality2","18","1",0.603448275862069
0.0183640372437024,0.0371012771639619,0.0575889437119758,"initialEfficacy","0.2","sesonality2","18","1",0.620689655172414
0.0198872234263147,0.0386677399784691,0.0598714532055447,"initialEfficacy","0.2","sesonality2","18","1",0.637931034482759
0.0210459935474981,0.040576625095179,0.0618655990995128,"initialEfficacy","0.2","sesonality2","18","1",0.655172413793103
0.0214248563014908,0.0413078003348883,0.0634086868225428,"initialEfficacy","0.2","sesonality2","18","1",0.672413793103448
0.0226616770324493,0.0429712861758155,0.0659420371094309,"initialEfficacy","0.2","sesonality2","18","1",0.689655172413793
0.0227967109529742,0.0442978008378383,0.0683101059293975,"initialEfficacy","0.2","sesonality2","18","1",0.706896551724138
0.0238484348140077,0.0461828577058592,0.0699974506462067,"initialEfficacy","0.2","sesonality2","18","1",0.724137931034483
0.0237352828609442,0.0462320348612544,0.0712143604143915,"initialEfficacy","0.2","sesonality2","18","1",0.741379310344828
0.0232523795038012,0.0461808416114417,0.0717243301965202,"initialEfficacy","0.2","sesonality2","18","1",0.758620689655172
0.0253521304142728,0.0492135521177027,0.0750566559439172,"initialEfficacy","0.2","sesonality2","18","1",0.775862068965517
0.025305070470169,0.0496435798655589,0.0764363831979333,"initialEfficacy","0.2","sesonality2","18","1",0.793103448275862
0.0263719344636789,0.0513147011059782,0.0780520337659495,"initialEfficacy","0.2","sesonality2","18","1",0.810344827586207
0.0264612677705484,0.0519606893577697,0.0800651592335441,"initialEfficacy","0.2","sesonality2","18","1",0.827586206896552
0.0285710907579537,0.0540139148534605,0.0816066558300893,"initialEfficacy","0.2","sesonality2","18","1",0.844827586206897
0.0287556718438058,0.0553170677165213,0.083699220542222,"initialEfficacy","0.2","sesonality2","18","1",0.862068965517241
0.0288265912814324,0.0564977753458934,0.0854771726594677,"initialEfficacy","0.2","sesonality2","18","1",0.879310344827586
0.0301477773372546,0.0569694832425205,0.0878181586663234,"initialEfficacy","0.2","sesonality2","18","1",0.896551724137931
0.030572717165477,0.05794453607909,0.0879866908421232,"initialEfficacy","0.2","sesonality2","18","1",0.913793103448276
0.0325038014621522,0.0608172610709825,0.0919276267391815,"initialEfficacy","0.2","sesonality2","18","1",0.931034482758621
0.0317963659282246,0.0608811314542114,0.0925277813807927,"initialEfficacy","0.2","sesonality2","18","1",0.948275862068966
0.0330803507293083,0.0621146802319289,0.0946642004051808,"initialEfficacy","0.2","sesonality2","18","1",0.96551724137931
0.0344465380901619,0.0636138703130419,0.0965972405570815,"initialEfficacy","0.2","sesonality2","18","1",0.982758620689655
NA,NA,NA,"initialEfficacy","0.2","sesonality2","18","1",1
0.000405179944560186,0.0018926759211375,0.00362648801769983,"Degree_resistance","0.2","sesonality2","18","1",0
0.00351228101457906,0.00533999838389391,0.00761356201380934,"Degree_resistance","0.2","sesonality2","18","1",0.0344827586206897
0.0065213934472989,0.00901069852928354,0.0120269370034213,"Degree_resistance","0.2","sesonality2","18","1",0.0689655172413793
0.00910164251995804,0.0124814414641501,0.0164457623369383,"Degree_resistance","0.2","sesonality2","18","1",0.103448275862069
0.0117811255155331,0.0159877000420849,0.0210143648806814,"Degree_resistance","0.2","sesonality2","18","1",0.137931034482759
0.0143802169510025,0.0193370662428898,0.0252354650546661,"Degree_resistance","0.2","sesonality2","18","1",0.172413793103448
0.0167470453838836,0.0226022068899462,0.0296645138288888,"Degree_resistance","0.2","sesonality2","18","1",0.206896551724138
0.019174228114441,0.0258580602773715,0.034386175695757,"Degree_resistance","0.2","sesonality2","18","1",0.241379310344828
0.0218441492603915,0.0293143927040041,0.0381793885772156,"Degree_resistance","0.2","sesonality2","18","1",0.275862068965517
0.0244375143218511,0.0326249687007289,0.0426562568705129,"Degree_resistance","0.2","sesonality2","18","1",0.310344827586207
0.0268303387628533,0.0359125589594517,0.0466757189376201,"Degree_resistance","0.2","sesonality2","18","1",0.344827586206897
0.0293364301853939,0.0390914742249635,0.0512119535702709,"Degree_resistance","0.2","sesonality2","18","1",0.379310344827586
0.0316203106658842,0.0421504605685571,0.0546582341968212,"Degree_resistance","0.2","sesonality2","18","1",0.413793103448276
0.0343125904887072,0.0455265014771566,0.0587511068255289,"Degree_resistance","0.2","sesonality2","18","1",0.448275862068966
0.0364336106470605,0.0478033140444417,0.0624073240748731,"Degree_resistance","0.2","sesonality2","18","1",0.482758620689655
0.0390571722450012,0.0515741787813917,0.0669028281896884,"Degree_resistance","0.2","sesonality2","18","1",0.517241379310345
0.0415202657388195,0.0543129550514381,0.0704390059614999,"Degree_resistance","0.2","sesonality2","18","1",0.551724137931034
0.0438085134401216,0.0575702254369008,0.0748219594516522,"Degree_resistance","0.2","sesonality2","18","1",0.586206896551724
0.0462967700104993,0.0603816417774961,0.0775241397046374,"Degree_resistance","0.2","sesonality2","18","1",0.620689655172414
0.0481178875289553,0.0628459217019396,0.0812215028327668,"Degree_resistance","0.2","sesonality2","18","1",0.655172413793103
0.0497924552949293,0.0648447609873836,0.0839168410543261,"Degree_resistance","0.2","sesonality2","18","1",0.689655172413793
0.0525045678230645,0.0685825386803403,0.088197507082541,"Degree_resistance","0.2","sesonality2","18","1",0.724137931034483
0.0547195796862297,0.0715339833758932,0.0922084368980043,"Degree_resistance","0.2","sesonality2","18","1",0.758620689655172
0.0570765655698982,0.0739004662493635,0.0948498949359479,"Degree_resistance","0.2","sesonality2","18","1",0.793103448275862
0.0582033856304325,0.0763591857713613,0.0983645655750491,"Degree_resistance","0.2","sesonality2","18","1",0.827586206896552
0.0613578327113592,0.0801533265973864,0.103080401142884,"Degree_resistance","0.2","sesonality2","18","1",0.862068965517241
0.063297631675717,0.0822573041809786,0.105983204729497,"Degree_resistance","0.2","sesonality2","18","1",0.896551724137931
0.0654870067811534,0.0851436752816791,0.110159480067545,"Degree_resistance","0.2","sesonality2","18","1",0.931034482758621
0.0670666595667484,0.0874584113106314,0.112487120642841,"Degree_resistance","0.2","sesonality2","18","1",0.96551724137931
NA,NA,NA,"Degree_resistance","0.2","sesonality2","18","1",1
0.0181388638176365,0.0356526341685515,0.055436092919351,"Access","0.2","sesonality2","18","1",10
0.0181707425632453,0.03599277029902,0.0563439089044209,"Access","0.2","sesonality2","18","1",12.4137931034483
0.018471780434249,0.0366123850347042,0.0577750493442326,"Access","0.2","sesonality2","18","1",14.8275862068966
0.0185796782980593,0.0371098359392817,0.0582341820153917,"Access","0.2","sesonality2","18","1",17.2413793103448
0.0194551376921759,0.0382038451248002,0.0599733139612629,"Access","0.2","sesonality2","18","1",19.6551724137931
0.0188438180691106,0.0383377741329411,0.0601332267255486,"Access","0.2","sesonality2","18","1",22.0689655172414
0.020398711244593,0.0395229132211239,0.0617738570580095,"Access","0.2","sesonality2","18","1",24.4827586206897
0.0203515284920752,0.0397054204029842,0.0624932659797021,"Access","0.2","sesonality2","18","1",26.8965517241379
0.0202469485999198,0.0405133420432746,0.0637009765465958,"Access","0.2","sesonality2","18","1",29.3103448275862
0.0214470591045997,0.0423625713587324,0.0654979473021635,"Access","0.2","sesonality2","18","1",31.7241379310345
0.021167948316668,0.0418233560632361,0.0658691190205493,"Access","0.2","sesonality2","18","1",34.1379310344828
0.0223534873281566,0.0440804778638336,0.0683919433108315,"Access","0.2","sesonality2","18","1",36.551724137931
0.0234205417523604,0.0440936734665899,0.0691630351005609,"Access","0.2","sesonality2","18","1",38.9655172413793
0.022071771290181,0.0444592322180171,0.0698792891111371,"Access","0.2","sesonality2","18","1",41.3793103448276
0.0231715911791008,0.0458234642612139,0.0714099257674103,"Access","0.2","sesonality2","18","1",43.7931034482759
0.0232157453285336,0.0454051233461686,0.071674768771823,"Access","0.2","sesonality2","18","1",46.2068965517241
0.0239566175623639,0.0471880722891889,0.0737017856902483,"Access","0.2","sesonality2","18","1",48.6206896551724
0.023953968889093,0.0473268524201718,0.0740058179661516,"Access","0.2","sesonality2","18","1",51.0344827586207
0.0244888558023759,0.0483587699167857,0.0752991601499396,"Access","0.2","sesonality2","18","1",53.448275862069
0.0251589168129453,0.048454529712939,0.0756755780379429,"Access","0.2","sesonality2","18","1",55.8620689655172
0.0252708649100734,0.0492402189099726,0.0766669829955224,"Access","0.2","sesonality2","18","1",58.2758620689655
0.0257917571605438,0.0504445621592873,0.0778853073980719,"Access","0.2","sesonality2","18","1",60.6896551724138
0.0260391188147891,0.0508759852328181,0.079567787719248,"Access","0.2","sesonality2","18","1",63.1034482758621
0.0260179358463204,0.0519568087259094,0.0816875788570853,"Access","0.2","sesonality2","18","1",65.5172413793103
0.0270230089304776,0.0517175722252527,0.0808013212747138,"Access","0.2","sesonality2","18","1",67.9310344827586
0.0273694769035024,0.053304923583616,0.083113959876163,"Access","0.2","sesonality2","18","1",70.3448275862069
0.0276021033381724,0.0540880475467302,0.0844862271992643,"Access","0.2","sesonality2","18","1",72.7586206896552
0.0287546010525431,0.0550955269139696,0.0853118396580713,"Access","0.2","sesonality2","18","1",75.1724137931034
0.0290102123652077,0.0554788884047356,0.0856813784080815,"Access","0.2","sesonality2","18","1",77.5862068965517
NA,NA,NA,"Access","0.2","sesonality2","18","1",80
0.0427198121680548,0.0816922979445633,0.12881814282201,"eir","0.2","sesonality2","18","1",5
0.0360876401090509,0.0696435298026058,0.11040877565794,"eir","0.2","sesonality2","18","1",22.0689655172414
