"L","M","U","G","Coverage_reduced","Seasonality","Age","Blood_coverage","Range"
0.102116079528996,0.17484517201112,0.237215166433954,"Coverage","0","sesonality1","0.75","0",60
0.10664788808679,0.1819902481929,0.245293320469146,"Coverage","0","sesonality1","0.75","0",61.3793103448276
0.105579038964228,0.182968098146635,0.251193093419639,"Coverage","0","sesonality1","0.75","0",62.7586206896552
0.10952437803968,0.186344417647907,0.254695998827948,"Coverage","0","sesonality1","0.75","0",64.1379310344828
0.106830738479345,0.186451164256512,0.257943571645049,"Coverage","0","sesonality1","0.75","0",65.5172413793103
0.109121089604894,0.186961023141919,0.261112901218211,"Coverage","0","sesonality1","0.75","0",66.8965517241379
0.110748096514729,0.191314162878337,0.265306896348814,"Coverage","0","sesonality1","0.75","0",68.2758620689655
0.114369810952466,0.193353531415257,0.272454069825782,"Coverage","0","sesonality1","0.75","0",69.6551724137931
0.11627931452961,0.196264207049809,0.27615459577608,"Coverage","0","sesonality1","0.75","0",71.0344827586207
0.119414689667196,0.201712110986238,0.285181826047588,"Coverage","0","sesonality1","0.75","0",72.4137931034483
0.1188306986648,0.203184899531622,0.288126327732137,"Coverage","0","sesonality1","0.75","0",73.7931034482759
0.121206311304489,0.206615278907963,0.29808769400352,"Coverage","0","sesonality1","0.75","0",75.1724137931034
0.127574769611637,0.212118103972244,0.308461137270639,"Coverage","0","sesonality1","0.75","0",76.551724137931
0.127093234137258,0.213911385938641,0.307062281465992,"Coverage","0","sesonality1","0.75","0",77.9310344827586
0.129153154194312,0.219140705322823,0.317099646096621,"Coverage","0","sesonality1","0.75","0",79.3103448275862
0.134097346490091,0.224867119725933,0.328524453289538,"Coverage","0","sesonality1","0.75","0",80.6896551724138
0.134611204996634,0.227942021331334,0.335070956878971,"Coverage","0","sesonality1","0.75","0",82.0689655172414
0.135891888997928,0.225802202635786,0.336328467380489,"Coverage","0","sesonality1","0.75","0",83.448275862069
0.135377339579593,0.230268978979923,0.345733190660336,"Coverage","0","sesonality1","0.75","0",84.8275862068966
0.135841579111233,0.232563394871728,0.351877456460131,"Coverage","0","sesonality1","0.75","0",86.2068965517241
0.136357566825273,0.232013924661419,0.358441109527991,"Coverage","0","sesonality1","0.75","0",87.5862068965517
0.138502071966515,0.235469562719076,0.367516644089172,"Coverage","0","sesonality1","0.75","0",88.9655172413793
0.138330054356883,0.24482401399352,0.38508650743777,"Coverage","0","sesonality1","0.75","0",90.3448275862069
0.141625708169597,0.247731244370626,0.394696162297961,"Coverage","0","sesonality1","0.75","0",91.7241379310345
0.138620761907811,0.249630184893074,0.404336105898813,"Coverage","0","sesonality1","0.75","0",93.1034482758621
0.138994712490096,0.25348618527401,0.411341173560416,"Coverage","0","sesonality1","0.75","0",94.4827586206897
0.139921588169966,0.256435518112836,0.428603761625656,"Coverage","0","sesonality1","0.75","0",95.8620689655172
0.142235170779444,0.26955508398831,0.450738037675622,"Coverage","0","sesonality1","0.75","0",97.2413793103448
0.142927836496857,0.273220586334149,0.453877475024126,"Coverage","0","sesonality1","0.75","0",98.6206896551724
NA,NA,NA,"Coverage","0","sesonality1","0.75","0",100
0.073183113262228,0.142956834759177,0.202678004300016,"initialEfficacy","0","sesonality1","0.75","0",0.5
0.0753169663114705,0.147036134616498,0.210794812235573,"initialEfficacy","0","sesonality1","0.75","0",0.517241379310345
0.0851465512222053,0.155904223867626,0.215991747866357,"initialEfficacy","0","sesonality1","0.75","0",0.53448275862069
0.0873800206287706,0.16003173771923,0.223959112185929,"initialEfficacy","0","sesonality1","0.75","0",0.551724137931034
0.0924678272514757,0.165008558640396,0.231523525417679,"initialEfficacy","0","sesonality1","0.75","0",0.568965517241379
0.0937594893876471,0.170523797927351,0.238430729473753,"initialEfficacy","0","sesonality1","0.75","0",0.586206896551724
0.101166669557202,0.176716582490303,0.244795433959349,"initialEfficacy","0","sesonality1","0.75","0",0.603448275862069
0.102925253153053,0.181504600492078,0.252116788648936,"initialEfficacy","0","sesonality1","0.75","0",0.620689655172414
0.111306339574188,0.188884130996472,0.261879552005816,"initialEfficacy","0","sesonality1","0.75","0",0.637931034482759
0.115119657658698,0.197643954514873,0.271842811809125,"initialEfficacy","0","sesonality1","0.75","0",0.655172413793103
0.116913662965889,0.196986787783021,0.275667423522548,"initialEfficacy","0","sesonality1","0.75","0",0.672413793103448
0.119370552110913,0.203508492557595,0.285965943585186,"initialEfficacy","0","sesonality1","0.75","0",0.689655172413793
0.123869174055285,0.209540633616975,0.294620394076566,"initialEfficacy","0","sesonality1","0.75","0",0.706896551724138
0.128625604675496,0.214360037537986,0.301185304648342,"initialEfficacy","0","sesonality1","0.75","0",0.724137931034483
0.129958805391534,0.220629900368188,0.314785658077389,"initialEfficacy","0","sesonality1","0.75","0",0.741379310344828
0.134254883188847,0.223244353250188,0.317482962237112,"initialEfficacy","0","sesonality1","0.75","0",0.758620689655172
0.141450895167753,0.232361787322017,0.333613337707115,"initialEfficacy","0","sesonality1","0.75","0",0.775862068965517
0.145643076031922,0.239315508274347,0.346752065722347,"initialEfficacy","0","sesonality1","0.75","0",0.793103448275862
0.147629885129873,0.241727241417931,0.351731456260848,"initialEfficacy","0","sesonality1","0.75","0",0.810344827586207
0.156876060007203,0.252370816874247,0.371214138084802,"initialEfficacy","0","sesonality1","0.75","0",0.827586206896552
0.155471679583633,0.256598072868239,0.379250234163616,"initialEfficacy","0","sesonality1","0.75","0",0.844827586206897
0.163609402091779,0.267011763572492,0.404380104846756,"initialEfficacy","0","sesonality1","0.75","0",0.862068965517241
