"Survey","nEPIVaccinations_1","nEPIVaccinations_2","nEPIVaccinations_3","nEPIVaccinations_4","nEPIVaccinations_5","nEPIVaccinations_6","nEPIVaccinations_7","nEPIVaccinations_8","nMassVaccinations_1","nMassVaccinations_2","nMassVaccinations_3","nMassVaccinations_4","nMassVaccinations_5","nMassVaccinations_6","nMassVaccinations_7","nMassVaccinations_8","Incidence"
1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1233937141972
1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1015637095526
1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.110230369086
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3269754768392
1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8939464313361
1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5746841714144
1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.800594500867
1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4822727976467
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5041028022914
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675749318801
1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8533564528115
1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6893732970027
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0483031954422
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2655209784796
1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9376064406255
1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.460442793002
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4198662373049
1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6274461233589
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5969964390773
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8538473447902
1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2873509831243
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1106982505032
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7295021055239
1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698538518702
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9863760217984
1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5127569977706
1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0609363388655
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.490958632648
1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9370819915779
1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3173050128495
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1716877728582
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1320287342086
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7700882489549
1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.256386437529
1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8228827991949
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8756773494349
1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675749318801
1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8315580876889
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2960118900173
1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3269754768392
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1847906861531
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.052330082056
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8843200396334
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5873173148378
1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6462300665738
1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8538473447902
1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1325282551479
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.256386437529
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6061309800279
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3086450334407
1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0792667822641
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5345553628932
1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3086450334407
1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4193887977212
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4721181533889
1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3482676409574
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5035917760713
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8228827991949
1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8447128038396
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7111716621253
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6366113450582
1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2162873509831
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5746841714144
1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9467409815761
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7117200805078
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.782783712649
1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7919182535996
1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1721575427298
1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1629923210305
1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0918999256874
1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8132276442903
1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1944573463384
1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8756773494349
1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6898900758631
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3482676409574
1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7599777069078
1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5437205845925
1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5035917760713
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8223928659896
1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698538518702
1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6584097101808
1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3269754768392
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6274461233589
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7208546214584
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6898900758631
1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6771946121691
1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4421737111008
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9594364452702
1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.596482536537
1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.110230369086
1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1005666160944
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698052450692
1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4716081491114
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.441155525281
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1005666160944
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5340434096046
1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6269312939282
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3385348938015
1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2548764629389
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7594897516874
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7290150787999
1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2244171285259
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7198191782518
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6584097101808
1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8441912311122
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1228635125093
1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5655189497151
1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2553797566337
1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.131029785126
1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3884261696133
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6366113450582
1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1543582597925
1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4203437064561
1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4731382566961
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5878618981266
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1634928007431
1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9066418950302
1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2249194946743
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9863760217984
1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6584097101808
1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8629818857408
1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4822727976467
1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7919182535996
1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7919182535996
1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5259328069361
1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7295021055239
1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8528655912314
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.450351425829
1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0913707155463
1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4721181533889
1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2553797566337
1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.193454500418
1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1320287342086
1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1939559078524
1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3797374287837
1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1624918723101
1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5558101371644
1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1315292442022
1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3705722070845
1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3274500696702
1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5969964390773
1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1416627960985
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9995355318161
1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5041028022914
1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2031211295516
1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.525390141194
1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6366113450582
1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5746841714144
1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0299727520436
1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7919182535996
1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4822727976467
1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5442018888373
1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1106982505032
1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2964855240749
1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9462472132772
1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3579390636611
1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7609537080043
1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5878618981266
1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8447128038396
1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8533564528115
1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7518191670537
1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1634928007431
1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1939559078524
1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5655189497151
1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3396086202626
1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675749318801
1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4198662373049
1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9995355318161
1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5969964390773
1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3584146152655
1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0305000774114
1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5259328069361
1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7295021055239
1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5655189497151
1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6051645663684
1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0792667822641
1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7513004706465
1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3584146152655
1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4731382566961
1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9777055271714
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9157764359808
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.566031893482
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2863423847416
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8843200396334
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8751548179341
1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9152836264553
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7604656923458
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8756773494349
1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0086700727667
1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4421737111008
1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3802446199102
1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2345564328843
1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2381173556278
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0173396086203
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1538270993312
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7203368838246
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1939559078524
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4634629675502
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.388902650483
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5655189497151
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8528655912314
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9904009908655
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3492800743149
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3802446199102
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3492800743149
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9467409815761
1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3274500696702
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8625216745108
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5030807814967
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5030807814967
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8219029631235
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7909403350156
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0696039879865
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2955382852897
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5954548269243
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0691064462196
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4004582327079
1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1407251447503
1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5350673478867
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9558755225267
1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9152836264553
1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9370819915779
1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1010651473867
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3797374287837
1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4634629675502
1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4416646024275
1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5568973525314
1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2472518965784
1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5350673478867
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4020746245549
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7604656923458
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0299727520436
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3274500696702
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1507973370491
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5350673478867
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2655209784796
1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8751548179341
1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4508298241268
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1939559078524
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.256386437529
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6061309800279
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.835578262889
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0086700727667
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7609537080043
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9152836264553
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1721575427298
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9990091652217
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3086450334407
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4817934109487
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2249194946743
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5035917760713
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.490958632648
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1944573463384
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4421737111008
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4416646024275
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4817934109487
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9772108000991
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5127569977706
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9859120042109
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4406464796582
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7198191782518
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0691064462196
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5122766820448
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0076787317708
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698052450692
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9544863459038
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7502631741904
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3482676409574
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6056477582363
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9685709862208
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6061309800279
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9066418950302
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2345564328843
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0173396086203
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5437205845925
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9685709862208
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.566031893482
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6898900758631
