"Survey","nEPIVaccinations_1","nEPIVaccinations_2","nEPIVaccinations_3","nEPIVaccinations_4","nEPIVaccinations_5","nEPIVaccinations_6","nEPIVaccinations_7","nEPIVaccinations_8","nMassVaccinations_1","nMassVaccinations_2","nMassVaccinations_3","nMassVaccinations_4","nMassVaccinations_5","nMassVaccinations_6","nMassVaccinations_7","nMassVaccinations_8","Incidence"
862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7077037404013
863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5345553628932
864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7117200805078
865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8447128038396
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5568973525314
869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5223718841926
870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4015357939064
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675749318801
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9152836264553
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0071831073131
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9767161036629
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5432393101526
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5655189497151
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.215754272975
879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2782164421737
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8665428084843
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5746841714144
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4107010156056
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1939559078524
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5345553628932
887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18425859987
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4416646024275
889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9370819915779
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5655189497151
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0086700727667
892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8538473447902
893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9066418950302
894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5969964390773
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5041028022914
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.596482536537
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6274461233589
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9685709862208
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9157764359808
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4731382566961
903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1543582597925
904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0487691593126
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1320287342086
906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3797374287837
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0391379737429
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7609537080043
909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7518191670537
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8538473447902
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7117200805078
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8447128038396
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3802446199102
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7507818063597
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4721181533889
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3081091123015
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1189584171905
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.835578262889
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3274500696702
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4513082520514
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5041028022914
923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1106982505032
925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.596482536537
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9370819915779
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.388902650483
928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3797374287837
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3492800743149
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5350673478867
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6990246168137
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3711100789596
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2467178597969
936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7599777069078
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3574635415054
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6670898225841
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4813140539369
941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8223928659896
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8132276442903
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4944265543721
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6680600712185
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5350673478867
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1015637095526
949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6893732970027
951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2868466683181
952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2244171285259
953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7198191782518
954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8528655912314
955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7208546214584
957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6279609846725
958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5969964390773
961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4421737111008
962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4416646024275
963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1629923210305
965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7208546214584
966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4020746245549
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7609537080043
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5350673478867
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1325282551479
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3797374287837
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2771464841936
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31781025514
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1010651473867
974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8934852613327
975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1629923210305
976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2340847163735
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675749318801
979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3802446199102
980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0305000774114
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8756773494349
982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6898900758631
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9995355318161
985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2868466683181
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1325282551479
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5969964390773
988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0086700727667
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1452237188419
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8228827991949
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0391379737429
993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8934852613327
994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1756254644538
995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9462472132772
996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7822640574684
998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.256386437529
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8228827991949
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6061309800279
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1624918723101
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0386413598786
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2461838560857
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5742019382605
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4817934109487
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6366113450582
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5035917760713
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1634928007431
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6680600712185
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2467178597969
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6370955256232
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6056477582363
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9376064406255
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8137482582443
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8538473447902
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2254218919337
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3711100789596
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4542977458509
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3183155287196
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.039634618362
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5533364297879
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2782164421737
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.566031893482
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5345553628932
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4726281892494
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5340434096046
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9147908474471
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4813140539369
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7290150787999
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3492800743149
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8137482582443
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7919182535996
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3492800743149
1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3274500696702
1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9772108000991
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3482676409574
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3390717404093
1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7599777069078
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4599950458261
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.039634618362
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6061309800279
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3183155287196
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2558830814962
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6893732970027
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5873173148378
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698538518702
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8934852613327
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8441912311122
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6898900758631
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1015637095526
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8137482582443
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2345564328843
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4513082520514
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1538270993312
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6148129799356
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0391379737429
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4726281892494
1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9990091652217
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0705991639573
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4731382566961
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0178046137173
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8223928659896
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675749318801
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9772108000991
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2868466683181
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1527648770822
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698052450692
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008174386921
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5746841714144
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2249194946743
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4726281892494
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8533564528115
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9680455783998
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0701015605648
1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9157764359808
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1325282551479
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5442018888373
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7203368838246
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4599950458261
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8441912311122
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3086450334407
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0797337049079
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4640037157455
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3401455333643
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3183155287196
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5751664344326
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6584097101808
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0483031954422
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7513004706465
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.256386437529
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1726273416938
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3183155287196
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8228827991949
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8848118903855
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2472518965784
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1944573463384
1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1543582597925
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0178046137173
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8939464313361
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9685709862208
1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3183155287196
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0924291686019
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.782783712649
1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.039634618362
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2782164421737
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0614646230067
1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8533564528115
1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3792302690652
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9142980989535
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5030807814967
1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8127070625755
1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0609363388655
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1939559078524
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3401455333643
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9777055271714
1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9462472132772
1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.782783712649
1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1634928007431
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5442018888373
1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8228827991949
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9376064406255
1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8538473447902
1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2655209784796
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9157764359808
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3183155287196
1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8137482582443
1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9066418950302
1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9249109769314
1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4421737111008
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4513082520514
1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5442018888373
1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4726281892494
1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7507818063597
1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8751548179341
1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.729989162409
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4112091655055
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4421737111008
1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9467409815761
1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1015637095526
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4198662373049
1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5650060377125
1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4813140539369
1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9984828312227
1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8127070625755
1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3569880487956
1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4716081491114
1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2244171285259
1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2553797566337
1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8969531830567
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3893791608608
1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4203437064561
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2472518965784
1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4513082520514
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1015637095526
1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9680455783998
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7295021055239
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2868466683181
1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3797374287837
1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3487738419619
1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9462472132772
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0797337049079
1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6589255302678
1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3802446199102
